entry_time,exit_time,side,entry,sl,tp,units,exit,exit_reason,pnl,commission,equity_after,r_multiple,iter,entry_params,exit_params
2010-01-08 07:00:00+00:00,2010-01-08 07:00:00+00:00,long,1.42931,1.42768,1.43094,613496.9325153298,1.43094,TP,957.0552147238466,30.67484662576649,100957.05521472385,0.9570552147238466,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-01-08 13:15:00+00:00,2010-01-08 14:30:00+00:00,long,1.42842,1.4262214285714285,1.4306185714285715,459193.8833678011,1.4306185714285715,TP,977.4269803114323,22.959694168390055,101934.48219503528,0.9681611435996815,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-01-12 16:00:00+00:00,2010-01-12 16:45:00+00:00,short,1.45083,1.4542614285714286,1.4473985714285715,297061.35527279036,1.4542614285714286,SL,-1040.1391168194682,14.853067763639519,100894.34307821581,-1.0203996669442328,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-01-14 15:30:00+00:00,2010-01-14 17:00:00+00:00,long,1.44815,1.444837142857143,1.4514628571428572,304553.8600894823,1.444837142857143,SL,-1030.2622009884522,15.227693004474114,99864.08087722736,-1.0211297973264637,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-01-19 11:00:00+00:00,2010-01-19 11:00:00+00:00,long,1.43488,1.4321828571428572,1.4375771428571427,370258.7744388769,1.4321828571428572,SL,-1024.5589229830084,18.512938721943843,98839.52195424435,-1.0259533898305222,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-02-02 08:45:00+00:00,2010-02-02 09:30:00+00:00,short,1.39468,1.3975485714285714,1.3918114285714285,344560.0864938818,1.3918114285714285,TP,964.2760134878375,17.22800432469409,99803.79796773219,0.9755976095617183,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-02-02 19:30:00+00:00,2010-02-03 03:15:00+00:00,short,1.39731,1.39965,1.39497,426511.95712707634,1.39497,TP,968.1821426784111,21.325597856353816,100771.9801104106,0.9700854700854535,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-02-03 08:30:00+00:00,2010-02-03 09:45:00+00:00,short,1.39784,1.3992914285714286,1.3963885714285713,694295.1385559671,1.3992914285714286,SL,-1056.3204608031588,34.714756927798355,99715.65964960745,-1.048228346456826,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-02-03 15:00:00+00:00,2010-02-03 16:30:00+00:00,long,1.39414,1.3917085714285713,1.3965714285714286,410111.4086646543,1.3917085714285713,SL,-1025.864395102667,20.505570433232716,98689.79525450479,-1.0287896592245083,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
2010-02-16 05:45:00+00:00,2010-02-16 07:45:00+00:00,short,1.3641,1.3654557142857144,1.3627442857142857,727954.2326465055,1.3654557142857144,SL,-1037.854748830445,36.39771163232527,97651.94050567434,-1.0516332982087844,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""atr_period"": 14, ""rr"": 1.0, ""sldist_atr_mult"": 2.0}"
