entry_time,exit_time,side,entry,sl,tp,units,exit,exit_reason,pnl,equity_after,r_multiple
2010-03-01 09:00:00+00:00,2010-03-01 10:00:00+00:00,long,1.36317,1.3603412744400127,1.3701399455059027,353516.09012381727,1.3603412744400127,SL,-1007.0703218025226,98992.92967819748,-1.0070703218025225
2010-03-01 16:00:00+00:00,2010-03-01 18:00:00+00:00,short,1.34778,1.3540887255599872,1.33223537665909,156914.30660109204,1.3540887255599872,SL,-993.0675829140173,97999.86209528346,-1.0031702124002637
2010-03-03 15:00:00+00:00,2010-03-03 16:00:00+00:00,long,1.36501,1.3623212744400128,1.3716349872021956,364484.43661817623,1.3716349872021956,TP,2407.4150392624465,100407.2771345459,2.4565494152652594
2010-03-19 06:00:00+00:00,2010-03-19 08:00:00+00:00,short,1.36199,1.3629987255599871,1.359504512442291,995387.4583670698,1.359504512442291,TP,2454.1153937034087,102861.39252824931,2.4441608852861236
2010-04-01 18:00:00+00:00,2010-04-02 06:00:00+00:00,long,1.35679,1.3554212744400127,1.3601625231958134,751512.1769860744,1.3554212744400127,SL,-1043.6441688223133,101817.748359427,-1.0146121330563285
2010-04-06 14:00:00+00:00,2010-04-06 18:00:00+00:00,short,1.33711,1.3390787255599872,1.3322590840740132,517175.9356854717,1.3390787255599872,SL,-1028.5210023080472,100789.22735711896,-1.010158856270582
2010-04-12 03:00:00+00:00,2010-04-12 07:00:00+00:00,long,1.36452,1.3623812744400128,1.3697897938662027,471258.34769433114,1.3623812744400128,SL,-1017.317440525138,99771.90991659382,-1.0093513634354523
2010-04-19 10:00:00+00:00,2010-04-19 13:00:00+00:00,short,1.34333,1.345368725559987,1.3383066049221592,489383.7202748411,1.345368725559987,SL,-1007.5067735714991,98764.40314302233,-1.0098100501571465
2010-06-14 13:00:00+00:00,2010-06-14 13:00:00+00:00,long,1.22628,1.2232112744400128,1.2338413025979722,321841.7587769951,1.2232112744400128,SL,-994.0808666058053,97770.32227641653,-1.0065173635143227
2010-06-29 12:00:00+00:00,2010-06-29 12:00:00+00:00,short,1.21956,1.2205587255599872,1.217099152321127,978950.8368811951,1.2205587255599872,SL,-997.2822395019175,96773.04003691461,-1.0200255213257847
2010-07-01 23:00:00+00:00,2010-07-02 00:00:00+00:00,long,1.2502,1.2492412744400128,1.2525622881635279,1009392.5110143608,1.2525622881635279,TP,2364.2881309025142,99137.32816781712,2.443126856406127
2010-08-11 13:00:00+00:00,2010-08-11 15:00:00+00:00,short,1.29887,1.303748725559987,1.2868488793326707,203203.33035514798,1.2868488793326707,TP,2438.667687595283,101575.9958554124,2.459888452377059
2010-09-01 22:00:00+00:00,2010-09-02 00:00:00+00:00,long,1.28008,1.2788912744400127,1.2830090053767618,854494.9252751813,1.2788912744400127,SL,-1032.8498570597396,100543.14599835266,-1.0168247412803533
2010-09-08 10:00:00+00:00,2010-09-08 10:00:00+00:00,short,1.26801,1.2700787255599872,1.262912685285651,486014.90667992056,1.2700787255599872,SL,-1015.1517581171887,99527.99424023546,-1.009667787930389
2010-09-13 16:00:00+00:00,2010-09-14 00:00:00+00:00,long,1.28884,1.2849412744400128,1.2984464125413788,255283.4066129119,1.2849412744400128,SL,-1000.3856105346464,98527.60862970082,-1.0051298814682912
2010-10-18 09:00:00+00:00,2010-10-18 09:00:00+00:00,short,1.3864,1.3878687255599873,1.3827810780158245,670837.4342621072,1.3878687255599873,SL,-998.6928349823382,97528.91579471847,-1.0136172478678078
2010-10-21 20:00:00+00:00,2010-10-21 22:00:00+00:00,long,1.3924,1.3911812744400127,1.3954029250132705,800253.3055574015,1.3911812744400127,SL,-991.2942240584376,96537.62157066003,-1.0164105854974752
2010-10-22 11:00:00+00:00,2010-10-22 11:00:00+00:00,short,1.3911,1.3929187255599873,1.3866186822565563,530798.1792004625,1.3929187255599873,SL,-975.9921792906791,95561.62939136935,-1.0109967113456473
2010-10-23 20:00:00+00:00,2010-10-24 21:00:00+00:00,long,1.39535,1.3947312744400129,1.3968745322830962,1544491.379883268,1.3968745322830962,TP,2323.7371419978554,97885.36653336721,2.43166337451308
2010-10-26 20:00:00+00:00,2010-10-27 00:00:00+00:00,short,1.38518,1.3865687255599872,1.3817581970465145,704857.5280365197,1.3865687255599872,SL,-992.9508158944949,96892.41571747272,-1.014401693593309
2010-10-30 07:00:00+00:00,2010-10-31 21:00:00+00:00,long,1.39451,1.3938912744400127,1.396034532283096,1565999.8872436373,1.396034532283096,TP,2356.0973856827386,99248.51310315545,2.4316633745130796
2010-11-08 17:00:00+00:00,2010-11-08 17:00:00+00:00,short,1.39264,1.3938287255599873,1.3897109946232389,834915.2777048615,1.3938287255599873,SL,-1009.1834365857611,98239.32966656968,-1.0168247412803566
2010-11-21 04:00:00+00:00,2010-11-21 17:00:00+00:00,long,1.36714,1.3665212744400128,1.3686645322830961,1587769.0533521916,1.3686645322830961,TP,2388.849798869138,100628.17946543882,2.43166337451308
2010-11-23 13:00:00+00:00,2010-11-23 16:00:00+00:00,short,1.35124,1.3563187255599871,1.3387260817559463,198136.67479542654,1.3387260817559463,TP,2475.5034160426844,103103.68288148151,2.460049887807924
2010-12-04 03:00:00+00:00,2010-12-05 17:00:00+00:00,long,1.34135,1.3407312744400128,1.3428745322830962,1666387.968255471,1.3407312744400128,SL,-1064.364588180143,102039.31829330136,-1.0323245091095712
2010-12-10 15:00:00+00:00,2010-12-10 16:00:00+00:00,short,1.32059,1.3229087255599872,1.314876688314745,440066.38842529804,1.3229087255599872,SL,-1029.1945107015772,101010.12378259978,-1.008625427840732
2010-12-14 04:00:00+00:00,2010-12-14 06:00:00+00:00,long,1.3386,1.3377612744400127,1.3406666096174935,1204328.6696082924,1.3406666096174935,TP,2464.7906378433227,103474.9144204431,2.4401421813403545
2010-12-16 06:00:00+00:00,2010-12-16 06:00:00+00:00,short,1.32173,1.3229987255599873,1.3186038755925489,815581.5385439467,1.3229987255599873,SL,-1051.060774975417,102423.8536454677,-1.015763850458197
2010-12-28 06:00:00+00:00,2010-12-28 06:00:00+00:00,long,1.32339,1.3225212744400128,1.3255305292540023,1179012.778753348,1.3225212744400128,SL,-1047.8187920298985,101376.0348534378,-1.023022230404299
