entry_time,exit_time,side,entry,sl,tp,units,exit,exit_reason,pnl,commission,equity_after,r_multiple,iter,entry_params,exit_params
2010-01-08 13:00:00+00:00,2010-01-08 14:00:00+00:00,long,1.42871,1.42671,1.4317099999999998,500000.0,1.42671,SL,-1035.0000000000664,25.0,98964.99999999993,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-01-12 15:45:00+00:00,2010-01-12 16:30:00+00:00,short,1.45085,1.45285,1.44785,494824.99999999965,1.45285,SL,-1024.287750000065,24.74124999999998,97940.71224999987,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-01-14 15:15:00+00:00,2010-01-14 17:00:00+00:00,long,1.44727,1.44527,1.45027,489703.56124999933,1.44527,SL,-1013.6863717875636,24.48517806249997,96927.0258782123,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-01-19 10:45:00+00:00,2010-01-19 11:00:00+00:00,long,1.43652,1.43452,1.43952,484635.1293910615,1.43452,SL,-1003.1947178395616,24.231756469553076,95923.83116037273,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-02-02 08:30:00+00:00,2010-02-02 13:00:00+00:00,short,1.39376,1.3957600000000001,1.3907600000000002,479619.15580186364,1.3957600000000001,SL,-992.8116525099214,23.98095779009318,94931.01950786282,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-02-02 19:15:00+00:00,2010-02-03 09:45:00+00:00,short,1.39706,1.39906,1.39406,474655.0975393141,1.39906,SL,-982.5360519064433,23.732754876965707,93948.48345595638,-1.0350000000000665,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-02-03 14:45:00+00:00,2010-02-03 16:15:00+00:00,long,1.39459,1.39259,1.3975899999999999,469742.4172797819,1.39259,SL,-972.3668037692108,23.48712086398909,92976.11665218716,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-02-16 05:30:00+00:00,2010-02-16 08:30:00+00:00,short,1.36428,1.36628,1.36128,464880.58326093585,1.36628,SL,-962.3028073501989,23.244029163046793,92013.81384483697,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-02-16 14:30:00+00:00,2010-02-16 16:30:00+00:00,short,1.36661,1.36861,1.3636100000000002,460069.0692241849,1.36861,SL,-952.3429732941238,23.003453461209244,91061.47087154284,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
2010-02-22 00:30:00+00:00,2010-02-22 01:30:00+00:00,short,1.3622,1.3642,1.3592000000000002,455307.35435771424,1.3642,SL,-942.4862235205289,22.765367717885713,90118.98464802232,-1.0350000000000663,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 20.0}"
