iter,attempt,entry_params,exit_params,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R,favourable
1,1,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",1013,53650.69514730275,-46.34930485269725,-56.09424081454395,39.387956564659426,0.8939013459885029,-0.05400262995910896,False
2,2,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",885,48661.11777553617,-51.33888222446383,-56.10443853440683,38.53107344632768,0.8619294188884573,-0.0739681746814671,False
3,3,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",748,54612.84096183746,-45.38715903816254,-49.055641184169495,38.50267379679144,0.8650332796827722,-0.07344876410421859,False
4,4,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",638,43902.13718336559,-56.09786281663441,-56.98720078799746,36.52037617554859,0.8006505588435803,-0.1217137039476935,False
5,5,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",530,51292.72687269051,-48.70727312730949,-50.85558321625515,36.60377358490566,0.8098699804722663,-0.11864375932777761,False
6,6,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",448,61700.959284594115,-38.29904071540589,-40.446151290507125,37.276785714285715,0.8316327382150644,-0.10042889362297694,False
7,7,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",394,59566.88886144599,-40.43311113855401,-43.719035635373324,36.29441624365482,0.7972141247116108,-0.12418724142188357,False
8,8,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",343,51616.56000043469,-48.383439999565304,-49.34505114440133,33.819241982507286,0.7148034280344163,-0.1856338422557789,False
9,9,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",305,67712.1421798223,-32.2878578201777,-33.54932798712199,36.39344262295082,0.802282964840181,-0.12053440468799347,False
10,10,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",277,72439.9013245473,-27.560098675452693,-31.40306030082387,36.8231046931408,0.8235850690351247,-0.10906934691340459,False
11,11,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",1233,48564.607191575335,-51.435392808424666,-56.50535407521768,39.49716139497161,0.90643013778384,-0.05111446687807669,False
12,12,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",1096,42776.40166414968,-57.223598335850326,-60.95606572721434,38.68613138686132,0.8756722480692858,-0.07005767204440531,False
13,13,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",931,52844.55535373341,-47.15544464626659,-53.164934435189416,38.99033297529538,0.8941668168396963,-0.061073324924377684,False
14,14,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",796,43009.38769835517,-56.99061230164484,-59.93433959736978,37.437185929648244,0.8384947006005765,-0.09864156019266179,False
15,15,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",678,50580.780036746575,-49.419219963253425,-54.15009898162124,37.610619469026545,0.8462776888514049,-0.09316355586894061,False
16,16,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",569,55473.897779192055,-44.52610222080794,-47.79353143545963,37.434094903339194,0.8392341719348929,-0.09620211997958737,False
17,17,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",504,64730.8402469084,-35.26915975309159,-39.72564610512309,38.095238095238095,0.8617662204509375,-0.07890513808577371,False
18,18,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",445,56553.63327421611,-43.44636672578389,-45.54057975446013,36.40449438202247,0.8026707224308735,-0.12078660416965037,False
19,19,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",394,76868.07083245246,-23.13192916754754,-26.465866685460625,38.83248730964467,0.8903734672934819,-0.05934446227441801,False
20,20,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",357,83758.29904635924,-16.24170095364076,-24.40316534096282,39.49579831932773,0.9195000101153701,-0.042184816848063175,False
21,21,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",1394,52879.88705844846,-47.12011294155154,-53.75174170769845,40.0286944045911,0.9173479353083281,-0.03821436993403074,False
22,22,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",1247,40423.015523225804,-59.5769844767742,-62.567759830906,38.893344025661584,0.8698778128893012,-0.06519954101359672,False
23,23,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",1080,56459.27268246233,-43.540727317537666,-45.41102220972484,39.62962962962963,0.9079060906905989,-0.045459320889519324,False
24,24,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",917,48095.010061871435,-51.904989938128566,-54.059955273756266,38.49509269356597,0.8633048786095554,-0.07241130846682756,False
25,25,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",785,46239.159263081325,-53.76084073691867,-56.16606258612498,37.70700636942676,0.8377773453427585,-0.0908874689594071,False
26,26,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",662,50524.542651442185,-49.47545734855782,-51.86191111189819,37.46223564954683,0.8334896491462547,-0.09577083394780572,False
27,27,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",581,59917.628068421094,-40.082371931578905,-42.68612187725777,38.03786574870912,0.8539392185534912,-0.08077034988193957,False
28,28,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 1.5}",510,52387.792560219066,-47.61220743978093,-48.59236757719947,36.470588235294116,0.7979650858572724,-0.11946163671112192,False
