iter,attempt,entry_params,exit_params,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R,favourable
1,1,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",316,64902.86207003609,-35.09713792996391,-47.082437578197315,30.063291139240505,0.7915279133544547,-0.1273026016013473,False
2,2,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",280,60337.49091918486,-39.66250908081514,-45.51673818923966,28.57142857142857,0.7349065611966392,-0.17114480095719076,False
3,3,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",240,58375.98832441689,-41.62401167558312,-46.906215285792165,27.083333333333332,0.6828815480143684,-0.21519451325611305,False
4,4,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",202,57024.02229612166,-42.97597770387834,-47.06254514856153,25.247524752475247,0.6222326137032801,-0.2692459218664577,False
5,5,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",167,62629.58936504784,-37.37041063495216,-38.96707374123017,25.149700598802394,0.6321123580502018,-0.2713893756359813,False
6,6,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",141,64577.048553822846,-35.42295144617715,-35.42295144617715,24.113475177304963,0.590213868284963,-0.3014825515786381,False
7,7,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",121,68458.39514330377,-31.541604856696225,-31.541604856696225,23.96694214876033,0.5940888461781988,-0.30453697392812007,False
8,8,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",107,72307.42655473623,-27.69257344526377,-27.69257344526377,24.299065420560748,0.6085852025812349,-0.2943500238208344,False
9,9,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",99,80976.99641453558,-19.023003585464426,-19.023003585464426,27.27272727272727,0.7152633996747368,-0.20404767033034027,False
10,10,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.4, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",90,83679.78919470683,-16.32021080529317,-16.32021080529317,27.77777777777778,0.7343808529256098,-0.1888125515929421,False
11,11,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",314,72637.7032710319,-27.362296728968094,-46.27223537423042,31.210191082802545,0.8373992187786019,-0.09216094596044135,False
12,12,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",287,75776.7313159077,-24.223268684092304,-39.1965058100787,31.3588850174216,0.8510424510780416,-0.08697678764127416,False
13,13,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",244,75604.03441168992,-24.395965588310077,-35.91074675133975,30.737704918032787,0.8288785581517898,-0.10503207412861568,False
14,14,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",207,77567.76553829957,-22.43223446170043,-35.01647347942042,30.434782608695656,0.8200492459753355,-0.11316514031342689,False
15,15,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",180,91101.0362874595,-8.898963712540498,-23.796238296037096,32.77777777777778,0.9202265638222309,-0.04190286882930514,False
16,16,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",154,85889.47078091661,-14.11052921908339,-24.63833829606914,31.16883116883117,0.851078542459662,-0.08911391496331436,False
17,17,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",136,89120.69065355114,-10.879309346448862,-21.074093910226267,31.61764705882353,0.8729948384141886,-0.07496811491948524,False
18,18,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",121,89600.72827211751,-10.399271727882486,-20.21917980741278,31.40495867768595,0.861896553176294,-0.08105724426406255,False
19,19,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",115,92585.11375732895,-7.414886242671059,-17.57424090988342,32.17391304347826,0.8961882350021033,-0.05719781967359612,False
20,20,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.6, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",104,94825.25712141002,-5.174742878589978,-14.464313034883947,32.69230769230769,0.9210621569121399,-0.0412247056759036,False
21,21,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",268,81604.05369509879,-18.395946304901212,-27.559377363274685,32.08955223880597,0.8817325912447365,-0.06607881852501249,False
22,22,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",237,88760.3389330656,-11.239661066934392,-19.914162999991913,32.91139240506329,0.9226498240494947,-0.04042220243046797,False
23,23,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",209,93435.70602963479,-6.56429397036521,-14.242011854763536,33.49282296650718,0.950356970542591,-0.022525257165357998,False
24,24,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",175,90283.43358476543,-9.716566415234574,-15.060843236199439,32.57142857142858,0.91303666487559,-0.04856716635696491,False
25,25,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",155,98598.3629592693,-1.4016370407306966,-13.139057800813514,34.193548387096776,0.9858915510669752,0.0009607331577501979,False
26,26,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",139,88908.06558733061,-11.09193441266939,-16.436112044161057,31.654676258992804,0.8733018513984534,-0.07485960548122227,False
27,27,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",124,86803.88637004804,-13.196113629951956,-17.98052813387382,30.64516129032258,0.8319224005218757,-0.10454581930879629,False
28,28,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",113,88890.01164976344,-11.109988350236556,-18.09499464102141,30.973451327433626,0.8429087066194839,-0.09459514341385866,False
29,29,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",107,91807.88498096686,-8.192115019033142,-16.28218689795833,31.775700934579437,0.8794661829453757,-0.07014665515170672,False
30,30,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 0.8, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",98,94978.75139718765,-5.021248602812356,-11.80018480760806,32.6530612244898,0.9208541862365167,-0.04270624163902139,False
31,31,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 1.0, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",243,88415.61305367321,-11.584386946326786,-22.59382017971546,32.92181069958848,0.9202474337195672,-0.040772392278643856,False
32,32,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 1.0, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",218,93101.01386862507,-6.898986131374929,-18.178291923382783,33.48623853211009,0.9485745356822541,-0.02281959243834862,False
33,33,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 1.0, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",195,98813.21632052181,-1.1867836794781872,-15.417871812678774,34.35897435897436,0.9902977779129971,0.003962465102768676,False
34,34,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 1.0, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",172,90400.07749521596,-9.599922504784042,-18.652148111152066,32.55813953488372,0.9104782862501682,-0.04883490691309982,False
35,35,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 1.0, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",152,92970.74647120501,-7.029253528794987,-16.022539852205718,32.89473684210527,0.9268425351381065,-0.03806388448976076,False
36,36,"[{'max_rr': 100.0, 'min_rr': 0.0, 'atr_dist_for_liq_generation': 1.0, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 2.0, 'sldist_atr_mult': 2.0}",141,84531.75142842506,-15.46824857157494,-22.95609086725331,30.49645390070922,0.8217104116959704,-0.10961809680375788,False
