fast,slow,rr,sl_buffer_pips,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R
60,250,2.5,6.0,532,170421.2834082641,70.4212834082641,-21.163178918090452,32.33082706766917,1.1170380964086024,0.11353192717421058
40,300,2.5,6.0,525,159795.8984149997,59.795898414999705,-29.734074128834052,32.0,1.117961736183993,0.10252980073819731
50,300,2.5,6.0,497,149834.76432708243,49.834764327082425,-24.658975093697467,31.790744466800803,1.0959388521058284,0.09453532868649864
30,300,2.5,6.0,610,148730.90200243745,48.73090200243744,-21.39388360485691,31.311475409836063,1.092649106005778,0.07813990771065027
30,150,2.5,6.0,903,147690.1026263602,47.6901026263602,-38.44587257034014,30.67552602436323,1.0486052413976306,0.05609837773622932
50,250,2.5,6.0,560,146914.04059201037,46.914040592010366,-30.91392900203439,31.428571428571427,1.0880958347212135,0.08179540443657872
50,150,2.5,6.0,789,135292.44614097572,35.29244614097573,-30.261066152454998,30.544993662864385,1.0422685350205085,0.051189598429071885
40,200,2.5,6.0,692,132867.82873093526,32.86782873093526,-30.237601891419185,30.63583815028902,1.048211993992057,0.053957080889117354
60,300,2.5,6.0,456,122049.42213365337,22.049422133653373,-22.184909347442982,30.701754385964914,1.0537155185113043,0.056611065448787995
40,250,2.5,6.0,608,111114.07972802036,11.114079728020364,-39.31060360378026,29.93421052631579,1.023874792054959,0.030056785725504753
40,100,2.5,6.0,1165,106813.78041603172,6.813780416031712,-52.38664796898749,29.613733905579398,1.0093534844836916,0.01830397884309684
20,150,2.5,6.0,1049,104950.6867722475,4.950686772247503,-46.98190334483431,29.551954242135363,1.0059051541283115,0.017232110355116858
20,200,2.5,6.0,873,104168.95017521991,4.168950175219921,-51.193473259346554,29.553264604810998,1.00694702047578,0.017303519246989963
30,200,2.5,6.0,775,103588.50237013306,3.588502370133062,-32.55208748742378,29.548387096774192,1.0060294039178976,0.017170120725893787
60,100,2.5,6.0,1155,102944.0827482736,2.944082748273602,-44.09139507601575,29.523809523809526,1.0044168310977475,0.015122886365313832
30,250,2.5,6.0,678,95021.86048065557,-4.978139519344438,-33.280560169358154,29.20353982300885,0.9901775439643022,0.004994289622640202
40,150,2.5,6.0,852,90554.62728225368,-9.445372717746315,-36.03583410683445,29.107981220657276,0.9837024858647645,0.0008731220655208957
50,200,2.5,6.0,661,79467.00167099493,-20.53299832900507,-55.85245756161914,28.44175491679274,0.9653094213682089,-0.02241828765435962
20,100,2.5,6.0,1387,75347.8495040422,-24.6521504959578,-54.573634692478024,28.83922134102379,0.9755455441432699,-0.007956926364697378
60,200,2.5,6.0,623,74670.36531312147,-25.32963468687853,-41.11151823776783,28.08988764044944,0.9435778001990958,-0.03462504508625014
20,300,2.5,6.0,739,67032.80762878977,-32.96719237121023,-51.260255449116244,27.875507442489848,0.9308636761168747,-0.041921655325291664
20,250,2.5,6.0,780,64692.38983789208,-35.30761016210791,-58.37085415678449,27.82051282051282,0.9394339538568107,-0.04364902976123297
50,100,2.5,6.0,1163,60500.26835441718,-39.49973164558281,-58.823960596796695,28.20292347377472,0.9468140223285058,-0.030919280520873768
60,150,2.5,6.0,766,58246.91570091354,-41.75308429908646,-57.123805821969356,27.415143603133156,0.9215786211630955,-0.05846800126195771
30,100,2.5,6.0,1238,40569.72850969315,-59.43027149030684,-75.56323262129409,27.382875605815833,0.9038854716771044,-0.06075373250354111
