iter,attempt,entry_params,exit_params,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R,favourable
60,60,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",54,92275.37604185847,-7.72462395814153,-9.46748507923112,35.18518518518518,0.7735009685204812,-0.14163742135075727,False
61,61,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",83,99354.48193356392,-0.6455180664360793,-6.945834856343924,40.963855421686745,0.9868203390613443,-0.00025603560321738554,False
62,62,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",78,99533.104818188,-0.4668951818119993,-7.282713080689652,41.02564102564102,0.9899492726670015,0.0015527795916800524,False
63,63,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",76,101562.6755927992,1.562675592799212,-7.302677291643011,42.10526315789473,1.034831474679298,0.02800239438575769,False
64,64,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",73,94843.1566396588,-5.156843360341201,-8.257062521217263,38.35616438356164,0.8850562986659238,-0.0651238891290239,False
65,65,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",67,93617.41921245385,-6.382580787546144,-9.654784870085686,37.3134328358209,0.8425785757492056,-0.09108363418546508,False
66,66,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",63,92831.12473064782,-7.168875269352181,-10.93685937494313,36.507936507936506,0.8128669581809677,-0.11076483216834547,False
67,67,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",56,94894.2970040026,-5.105702995997408,-9.612256217129534,37.5,0.8493172272184235,-0.08621354577855064,False
68,68,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",56,88055.79770314835,-11.944202296851659,-11.944202296851659,32.142857142857146,0.6681200132696902,-0.22005033501622195,False
69,69,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",57,87161.32823880704,-12.838671761192966,-12.838671761192966,31.57894736842105,0.655443671473144,-0.23401082715246377,False
70,70,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",48,93326.72671867094,-6.673273281329061,-7.953090124501716,35.41666666666667,0.7812362898540361,-0.13662369867403426,False
71,71,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.8, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",68,102358.71304500439,2.3587130450043903,-5.92273175692557,42.64705882352941,1.0586389078538971,0.041919336181526046,False
72,72,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.8, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",66,101942.9007550286,1.9429007550286093,-5.37334647636415,42.42424242424242,1.049381098514396,0.03678277805930917,False
73,73,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.8, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",63,102542.24272482784,2.5422427248278368,-5.393721818822128,42.857142857142854,1.067484855930807,0.047492673946055705,False
74,74,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.8, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",63,97554.70885364276,-2.4452911463572424,-6.8332068376584125,39.682539682539684,0.9368095017299084,-0.03182210768081482,False
