entry_time,exit_time,side,entry,sl,tp,units,exit,exit_reason,pnl,equity_after,r_multiple
2010-03-03 17:00:00+00:00,2010-03-04 03:00:00+00:00,long,1.37289,1.36774,1.37804,194174.75728155384,1.36774,SL,-1003.8834951456565,98996.11650485435,-1.0038834951456566
2010-03-19 09:00:00+00:00,2010-03-19 11:00:00+00:00,short,1.35882,1.3627,1.3549399999999998,255144.63016714345,1.3549399999999998,TP,984.8582724451672,99980.97477729952,0.9948453608247086
2010-04-01 22:00:00+00:00,2010-04-01 23:00:00+00:00,long,1.35811,1.35751,1.3587099999999999,1666349.5796218424,1.35751,SL_and_TP_same_bar_assume_SL,-1033.1367393656506,98947.83803793386,-1.0333333333335555
2010-04-06 15:00:00+00:00,2010-04-06 15:00:00+00:00,short,1.33793,1.3385900000000002,1.33727,1499209.6672411838,1.3385900000000002,SL_and_TP_same_bar_assume_SL,-1019.4625737243588,97928.3754642095,-1.0303030303032241
2010-04-12 04:00:00+00:00,2010-04-12 04:00:00+00:00,long,1.36536,1.3635799999999998,1.36714,550159.4127202426,1.36714,TP,968.2805663876181,98896.65603059712,0.9887640449437474
2010-04-19 13:00:00+00:00,2010-04-19 13:00:00+00:00,short,1.3432,1.34436,1.34204,852557.3795740765,1.34436,SL_and_TP_same_bar_assume_SL,-1006.0177078975645,97890.63832269955,-1.017241379310457
2010-06-14 15:00:00+00:00,2010-06-14 17:00:00+00:00,long,1.22776,1.2233399999999999,1.23218,221472.0324042931,1.2233399999999999,SL,-983.3358238751105,96907.30249882444,-1.0045248868778576
2010-06-29 15:00:00+00:00,2010-06-29 15:00:00+00:00,short,1.21766,1.21835,1.2169699999999999,1404453.659403091,1.21835,SL,-997.1620981764902,95910.14040064796,-1.0289855072465632
2010-07-02 00:00:00+00:00,2010-07-02 00:00:00+00:00,long,1.25105,1.2501399999999998,1.2519600000000002,1053957.586820089,1.2519600000000002,TP,938.0222522699397,96848.16265291789,0.9780219780218385
2010-08-11 16:00:00+00:00,2010-08-11 16:00:00+00:00,short,1.28969,1.29047,1.28891,1241643.11093484,1.29047,SL_and_TP_same_bar_assume_SL,-993.3144887480383,95854.84816416985,-1.0256410256411934
2010-09-02 01:00:00+00:00,2010-09-02 02:00:00+00:00,long,1.28081,1.2786899999999999,1.2829300000000001,452145.5102083224,1.2786899999999999,SL,-967.5913918459241,94887.25677232392,-1.0094339622642121
2010-09-08 14:00:00+00:00,2010-09-08 14:00:00+00:00,short,1.27283,1.2741300000000002,1.2715299999999996,729901.9751715534,1.2741300000000002,SL,-963.4706072267658,93923.78616509715,-1.0153846153847126
2010-09-13 18:00:00+00:00,2010-09-14 00:00:00+00:00,long,1.28719,1.28569,1.2886900000000001,626158.5744339572,1.28569,SL,-951.7610331397326,92972.02513195742,-1.01333333333342
2010-10-18 12:00:00+00:00,2010-10-18 12:00:00+00:00,short,1.3889,1.39145,1.38635,364596.1769880609,1.39145,SL,-937.0121748593833,92035.01295709804,-1.0078431372549532
2010-10-22 03:00:00+00:00,2010-10-22 03:00:00+00:00,long,1.3909,1.3892,1.3926,541382.4291593891,1.3926,TP,909.5224809877216,92944.53543808576,0.9882352941175702
2010-10-22 14:00:00+00:00,2010-10-24 21:00:00+00:00,short,1.3925,1.3972,1.3878000000000001,197754.3307193345,1.3972,SL,-933.4004409952703,92011.13499709048,-1.004255319148964
2010-10-26 23:00:00+00:00,2010-10-26 23:00:00+00:00,short,1.38551,1.38613,1.38489,1484050.564469046,1.38613,SL_and_TP_same_bar_assume_SL,-949.7923612604802,91061.34263583,-1.032258064516337
2010-10-30 06:00:00+00:00,2010-10-31 21:00:00+00:00,long,1.39451,1.3944599999999998,1.39456,18212268.527127568,1.39456,TP,546.3680558133625,91607.71069164337,0.5999999999982236
2010-11-08 21:00:00+00:00,2010-11-08 23:00:00+00:00,short,1.39188,1.3927800000000001,1.3909799999999999,1017863.4521292319,1.3909799999999999,TP,895.7198378737158,92503.43052951709,0.9777777777776353
2010-11-21 11:00:00+00:00,2010-11-21 17:00:00+00:00,long,1.36714,1.36709,1.3671900000000001,18500686.105864376,1.3671900000000001,TP,555.0205831754594,93058.45111269255,0.5999999999982236
2010-11-23 15:00:00+00:00,2010-11-23 19:00:00+00:00,short,1.3432,1.3499,1.3364999999999998,138893.2106159559,1.3364999999999998,TP,927.8066469145881,93986.25775960714,0.9970149253731148
2010-12-04 07:00:00+00:00,2010-12-05 17:00:00+00:00,long,1.34135,1.3413,1.3414000000000001,18797251.55188176,1.3413,SL,-1315.8076086361696,92670.45015097097,-1.4000000000017765
2010-12-09 17:00:00+00:00,2010-12-09 17:00:00+00:00,short,1.32043,1.3206300000000002,1.3202299999999998,4633522.507543914,1.3206300000000002,SL_and_TP_same_bar_assume_SL,-1019.3749516611949,91651.07519930977,-1.100000000000555
