iter,attempt,entry_params,exit_params,trades,final_equity,net_profit_abs,total_return_%,max_drawdown_%,max_drawdown_abs_%,avg_bars_held,long_trade_pct,short_trade_pct,commission_sum,win_rate_%,avg_profit_per_trade,avg_mfe,avg_mae,avg_mfe_R,avg_mae_R,avg_giveback,wins,losses,equity_years,cagr_%,sortino,mar,favourable
11,11,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 3.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",70,84282.73234902772,-15717.26765097228,-15.717267650972278,-16.231176056443665,16.231176056443665,79.91428571428571,47.14285714285714,52.85714285714286,904.9285742627972,32.857142857142854,-224.53239501388956,0.00573071428571429,-0.0060191428571428575,1.319508688409505,-1.4412637911213808,0.6853820406050826,23,47,1.987565594341775,-8.243463941917096,-1.2228223270550167,-0.5078784133232599,False
12,12,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 3.75}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",66,88971.88029648413,-11028.11970351587,-11.02811970351587,-12.93181963363692,12.93181963363692,82.63636363636364,48.484848484848484,51.515151515151516,834.1419285938028,34.84848484848485,-167.09272278054345,0.005958787878787883,-0.006132424242424247,1.3343176193339235,-1.4227301599426123,0.6644075099787548,23,43,1.987565594341775,-5.709563852377908,-0.828480420570223,-0.44151279666217874,False
13,13,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",62,98464.26938473391,-1535.7306152660894,-1.5357306152660843,-10.586350020573953,10.586350020573953,87.58064516129032,48.38709677419355,51.61290322580645,801.2292008667806,38.70967741935484,-24.7698486333238,0.006522741935483881,-0.006211612903225812,1.4511654151909523,-1.4055393055522725,0.6338681852486869,24,38,1.987565594341775,-0.7756399268536218,-0.006822561797776723,-0.07326792759980644,False
14,14,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",61,90442.58396794222,-9557.41603205778,-9.557416032057775,-14.015996606599613,14.015996606599613,88.80327868852459,47.540983606557376,52.459016393442624,791.6111204275873,34.42622950819672,-156.67895134520927,0.006412950819672141,-0.006381475409836073,1.3990602362821765,-1.5088972680132233,0.6701222699967433,21,40,1.987565594341775,-4.928572837812418,-0.6884069921223183,-0.3516391289287082,False
15,15,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",61,90424.48936806143,-9575.510631938567,-9.575510631938567,-12.940409824137234,12.940409824137234,88.68852459016394,47.540983606557376,52.459016393442624,817.611175984555,34.42622950819672,-156.9755841301412,0.006405081967213127,-0.006318688524590168,1.3860633415339323,-1.5138943946697312,0.6701222699967433,21,40,1.987565594341775,-4.938143151065011,-0.6896772546602729,-0.38160639563780185,False
16,16,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.75}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",61,89937.01896403758,-10062.981035962424,-10.062981035962427,-13.004044781937074,13.004044781937074,88.8688524590164,49.18032786885246,50.81967213114754,798.4131000442051,34.42622950819672,-164.96690222889197,0.0064026229508196905,-0.006428688524590164,1.3818749417936382,-1.4973100383360758,0.6701222699967435,21,40,1.987565594341775,-5.196327456532146,-0.7260235812455195,-0.39959316840787623,False
17,17,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 5.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",61,92386.23474592961,-7613.765254070386,-7.6137652540703815,-14.839960963455546,14.839960963455546,89.19672131147541,47.540983606557376,52.459016393442624,792.3286542661657,34.42622950819672,-124.81582383721882,0.006459508196721335,-0.006452622950819672,1.3951251355156553,-1.4694881260476569,0.66673518874168,21,40,1.987565594341775,-3.90604868800688,-0.5230455362519267,-0.2632115204093731,False
18,18,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 5.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",58,98863.5725056455,-1136.4274943545024,-1.1364274943544972,-15.190059683133894,15.190059683133894,91.44827586206897,48.275862068965516,51.724137931034484,782.8960270530943,34.48275862068966,-19.593577488870828,0.006647068965517267,-0.006506206896551723,1.5769245545997699,-1.4544950575735844,0.6694570629424518,20,38,1.987565594341775,-0.5733920381772117,0.04786573414235399,-0.03774784629805444,False
19,19,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 5.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",55,94154.19498815785,-5845.805011842152,-5.845805011842153,-17.409461360107414,17.409461360107414,93.47272727272727,50.90909090909091,49.09090909090909,741.9198862773509,32.72727272727273,-106.28736385167518,0.006601272727272752,-0.006657090909090908,1.5758491843352125,-1.520626818646586,0.6843172076392675,18,37,1.987565594341775,-2.98519692077861,-0.3467277460282224,-0.1714698036332694,False
20,20,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 1.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",84,89073.33565291285,-10926.66434708715,-10.926664347087145,-11.951078101081869,11.951078101081869,71.45238095238095,48.80952380952381,51.19047619047619,1112.3789295295144,38.095238095238095,-130.07933746532345,0.005609761904761915,-0.005631309523809522,1.3013479027121082,-1.387514395970134,0.6449267732828017,32,52,1.987565594341775,-5.655482766126452,-0.7237029665576142,-0.47321946340677756,False
21,21,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 1.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",82,87840.03112045069,-12159.968879549313,-12.15996887954931,-13.170198656749443,13.170198656749443,71.3048780487805,48.78048780487805,51.21951219512195,1081.8304334417169,37.80487804878049,-148.29230340913793,0.005528048780487813,-0.005692439024390244,1.291121176175167,-1.3914818121673724,0.6479587574425537,31,51,1.987565594341775,-6.314989931678461,-0.8358710766098167,-0.4794908639014465,False
22,22,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 1.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",81,89054.07221861991,-10945.927781380087,-10.945927781380082,-12.490361582110076,12.490361582110076,71.64197530864197,48.148148148148145,51.85185185185185,1075.0057483831044,38.2716049382716,-135.134910881236,0.005582716049382723,-0.0056886419753086415,1.3056149248925055,-1.3918065128733674,0.6432648742084542,31,50,1.987565594341775,-5.665748843461394,-0.7404046791568869,-0.4536096738445456,False
23,23,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 1.75}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",82,91490.69730928844,-8509.302690711556,-8.50930269071155,-12.342976879107592,12.342976879107592,69.96341463414635,48.78048780487805,51.21951219512195,1154.3040348157779,39.02439024390244,-103.7719840330684,0.005471951219512199,-0.005557682926829268,1.3373887598448915,-1.3877538613342493,0.6379980050814582,32,50,1.987565594341775,-4.375835415892293,-0.536619189410282,-0.3545202635272756,False
24,24,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 2.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",79,90383.57373256494,-9616.426267435061,-9.616426267435063,-13.102361474009461,13.102361474009461,72.44303797468355,49.36708860759494,50.63291139240506,1073.7467080419904,37.9746835443038,-121.7269147776589,0.005585063291139245,-0.005655696202531644,1.32641888654966,-1.3863128097672275,0.6454753425030155,30,49,1.987565594341775,-4.959787119286396,-0.6444549456513137,-0.37854146591245347,False
25,25,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 2.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",78,89164.76262369734,-10835.237376302655,-10.835237376302654,-14.274165185635423,14.274165185635423,73.16666666666667,50.0,50.0,1058.314875897315,37.17948717948718,-138.91329969618818,0.005559487179487183,-0.005716153846153845,1.3249490692133314,-1.4017949326573897,0.6537256779914584,29,49,1.987565594341775,-5.60677355366388,-0.7483883026588098,-0.3927916960990592,False
26,26,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 2.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",73,83998.39505577351,-16001.604944226492,-16.00160494422649,-16.7610984508907,16.7610984508907,74.35616438356165,49.31506849315068,50.68493150684932,962.2203703791656,34.24657534246575,-219.20006772913007,0.0053916438356164395,-0.005905205479452054,1.2841147484991358,-1.4453326104062405,0.6732554372394859,25,48,1.987565594341775,-8.39933849197233,-1.2211892119391707,-0.5011210044844037,False
27,27,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 2.75}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",72,82997.0932907314,-17002.906709268602,-17.002906709268608,-17.002906709268608,17.002906709268608,75.15277777777777,50.0,50.0,935.7170338578682,33.33333333333333,-236.15148207317512,0.0054031944444444474,-0.0059544444444444445,1.2802626903691912,-1.4536845634634943,0.6803661655549167,24,48,1.987565594341775,-8.950353046399373,-1.3142285467966377,-0.5264013500421293,False
28,28,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 3.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",70,83213.53953974272,-16786.46046025728,-16.78646046025728,-16.78646046025728,16.78646046025728,77.24285714285715,50.0,50.0,918.7961886155467,32.857142857142854,-239.80657800367513,0.00550257142857143,-0.00595314285714286,1.307776601647613,-1.4692994244772475,0.679982741100577,23,47,1.987565594341775,-8.830964441809853,-1.3061100412901825,-0.5260766236406756,False
29,29,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 3.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",68,86015.09936357778,-13984.900636422215,-13.984900636422214,-14.334871496506596,14.334871496506596,81.0,51.470588235294116,48.529411764705884,897.4452766959191,33.82352941176471,-205.66030347679805,0.005792205882352941,-0.005926617647058831,1.344093336323079,-1.4458185791961737,0.6748211724086509,23,45,1.987565594341775,-7.299368192870115,-1.0766286908387535,-0.5092036014866941,False
30,30,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 3.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",68,83702.75833781305,-16297.241662186949,-16.297241662186945,-16.637804267399993,16.637804267399993,80.6029411764706,50.0,50.0,907.8554653595489,32.35294117647059,-239.66531856157258,0.005786176470588237,-0.005903970588235297,1.3648618093361338,-1.4533338966960074,0.6897200242402522,22,46,1.987565594341775,-8.561685678047537,-1.2813036094809918,-0.5145922827583234,False
31,31,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 3.75}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",63,89552.14449105768,-10447.855508942317,-10.447855508942316,-12.547869268791768,12.547869268791768,84.53968253968254,50.79365079365079,49.2063492063492,816.4581779190497,34.92063492063492,-165.83897633241807,0.006050158730158733,-0.006054444444444451,1.3690437085809253,-1.4298940970194929,0.6625024825069411,22,41,1.987565594341775,-5.400664343642836,-0.7863771405598534,-0.4304048940862822,False
32,32,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 4.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",61,96282.32729299193,-3717.672707008067,-3.7176727070080684,-12.751203328830552,12.751203328830552,87.8360655737705,49.18032786885246,50.81967213114754,796.1608944076434,37.704918032786885,-60.945454213246734,0.006449016393442628,-0.006150983606557385,1.4498306354762163,-1.41926069230287,0.6432025552384947,23,38,1.987565594341775,-1.8880691957869677,-0.1933645561976617,-0.14806988384523923,False
33,33,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 4.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",60,88438.40029726998,-11561.599702730018,-11.56159970273002,-15.97462552771014,15.97462552771014,89.08333333333333,48.333333333333336,51.66666666666667,787.7260248194074,33.33333333333333,-192.69332837883434,0.006336166666666672,-0.006322666666666676,1.396834790590382,-1.5245699772506802,0.6802707195354418,20,40,1.987565594341775,-5.994442530864763,-0.8613733805425345,-0.37524776530545867,False
34,34,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 4.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",60,88420.70666892281,-11579.293331077191,-11.579293331077189,-14.923539527906849,14.923539527906849,88.96666666666667,48.333333333333336,51.66666666666667,813.2177289423732,33.33333333333333,-192.98822218461945,0.0063281666666666755,-0.006258833333333339,1.383621280929667,-1.5296503893514632,0.6802707195354418,20,40,1.987565594341775,-6.003905548927335,-0.8625619038537257,-0.40231109635218243,False
35,35,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 4.75}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",60,87944.03847974981,-12055.961520250188,-12.055961520250191,-14.985724945515177,14.985724945515177,89.15,50.0,50.0,793.5989675072674,33.33333333333333,-200.93269200416998,0.006325666666666682,-0.006370666666666669,1.3793630745270347,-1.5127896270789134,0.6802707195354418,20,40,1.987565594341775,-6.259195285178065,-0.8971976681453268,-0.41767717664211323,False
36,36,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 5.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",59,91291.97949010489,-8708.020509895112,-8.708020509895109,-15.901918887205092,15.901918887205092,90.83050847457628,49.152542372881356,50.847457627118644,778.3984763434609,33.89830508474576,-147.5935679643238,0.006489322033898325,-0.006425762711864409,1.4158627109695205,-1.490731657701857,0.670947212044475,20,39,1.987565594341775,-4.480389402267071,-0.6183925601837716,-0.281751493894995,False
37,37,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 5.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",56,97692.59736934496,-2307.402630655037,-2.307402630655042,-16.247651825542054,16.247651825542054,93.25,50.0,50.0,768.6518965898254,33.92857142857143,-41.20361840455571,0.006685178571428593,-0.006479821428571429,1.6052659079916674,-1.4763411688351853,0.6740167750588992,19,37,1.987565594341775,-1.1676515961784761,-0.05139995719674793,-0.07186586767836041,False
38,38,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 5.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",54,92067.76300178908,-7932.236998210923,-7.932236998210918,-19.29079057491585,19.29079057491585,93.87037037037037,51.85185185185185,48.148148148148145,737.2118006508006,31.48148148148148,-146.89327774464692,0.006519444444444465,-0.006596851851851853,1.576650336308275,-1.5382581539221567,0.69596736987546,17,37,1.987565594341775,-4.072854290254924,-0.5220652585492548,-0.21112946483131317,False
39,39,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 1.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",79,89559.65967659667,-10440.340323403332,-10.44034032340333,-11.690808006340792,11.690808006340792,58.265822784810126,44.303797468354425,55.69620253164557,1058.1887223193407,36.708860759493675,-132.15620662535906,0.005251518987341781,-0.005689367088607592,1.2269626411233578,-1.4164507180470016,0.6493982202937939,29,50,1.987565594341775,-5.396670222078226,-0.7087898564068361,-0.4616165297686193,False
40,40,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 1.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",77,88319.6215283082,-11680.378471691802,-11.6803784716918,-12.91353224750138,12.91353224750138,57.76623376623377,44.15584415584416,55.84415584415584,1027.1530291257839,36.36363636363637,-151.6932269050885,0.005155194805194813,-0.005755974025974025,1.2141397567180763,-1.4214273514538496,0.6527696807186267,28,49,1.987565594341775,-6.0579865942734905,-0.8244468849840354,-0.4691192524373524,False
41,41,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 1.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",76,89540.29106749682,-10459.708932503185,-10.459708932503187,-12.602175918806235,12.602175918806235,57.94736842105263,43.42105263157895,56.57894736842105,1020.1272332014344,36.84210526315789,-137.6277491118841,0.005208552631578954,-0.005752763157894736,1.2285741281213305,-1.4221674343021662,0.6478092475860356,28,48,1.987565594341775,-5.406964462041719,-0.726115516586246,-0.42905007015279817,False
42,42,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 1.75}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",76,89589.47365124598,-10410.526348754021,-10.410526348754024,-11.92089497122355,11.92089497122355,66.73684210526316,46.05263157894737,53.94736842105263,1086.7450818742025,36.84210526315789,-136.98060985202653,0.005308947368421056,-0.00563302631578947,1.315057312954176,-1.4206507180147465,0.6491032953207251,28,48,1.987565594341775,-5.380826526744331,-0.7182401724376068,-0.45137773126374986,False
43,43,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 2.0}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",74,90774.08553194205,-9225.914468057948,-9.22591446805795,-11.920894971223529,11.920894971223529,68.45945945945945,47.2972972972973,52.702702702702695,1070.6893838303633,36.486486486486484,-124.67451983862107,0.005387972972972978,-0.00567932432432432,1.3362496070690564,-1.4219940699855265,0.6529043466634259,27,47,1.987565594341775,-4.753408280018634,-0.6328237481934159,-0.3987459239841585,False
44,44,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 2.25}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",72,88700.4826711148,-11299.517328885195,-11.2995173288852,-13.714662759410757,13.714662759410757,70.08333333333333,47.22222222222222,52.77777777777778,990.6035489024481,34.72222222222222,-156.93774067896027,0.005419166666666669,-0.005808888888888885,1.3347691404904554,-1.4376894817637318,0.6676035433251809,25,47,1.987565594341775,-5.854383986057476,-0.8145155719961704,-0.42687042975521233,False
45,45,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.6, 'liq_move_away_atr': 2.5}]","{'fallback_rr': 1.5, 'pip_size': 0.0001, 'sl_buffer_pips': 0.5}",68,84625.4782788061,-15374.521721193902,-15.3745217211939,-17.176430823530687,17.176430823530687,70.92647058823529,45.588235294117645,54.41176470588235,916.1291292353503,32.35294117647059,-226.09590766461693,0.005289852941176474,-0.006009558823529404,1.2974096100475883,-1.4796772593309253,0.6832855405562555,22,46,1.987565594341775,-8.055916501736537,-1.2010862750694937,-0.46900992321992824,False
