run_id,created_at,strategy,optimizer,dataset,dataset_id,dataset_sha256,timeframe,objective,best_total_return_%,best_max_drawdown_%,best_profit_factor,best_trades,best_params
2026-02-09_14-16-41_sma_cross_grid_tf-1H_ds-unknown_cdfdf3331275,2026-02-09 14:16:41,sma_cross,grid,data/processed/eurusd_1h.csv,unknown_cdfdf3331275,cdfdf333127508d2576387d8df89b1830d5140012977743a590126b887766eae,1H,total_return_%,-68.7312578049919,-69.03111526040693,0.6434910292591789,529.0,"{""fast"": 40.0, ""slow"": 300.0, ""rr"": 1.0, ""sl_buffer_pips"": 0.5}"
2026-02-09_14-35-22_sma_cross_optuna_tf-1H_ds-unknown_cdfdf3331275,2026-02-09 14:35:22,sma_cross,optuna,data/processed/eurusd_1h.csv,unknown_cdfdf3331275,cdfdf333127508d2576387d8df89b1830d5140012977743a590126b887766eae,1H,total_return_%,88.388066331352,-16.184020329523495,1.1607317299872522,567.0,"{""fast"": 35, ""slow"": 291, ""rr"": 2.46398788362281, ""sl_buffer_pips"": 6.187255599871848}"
2026-02-09_14-39-10_sma_cross_grid_tf-1H_ds-unknown_cdfdf3331275,2026-02-09 14:39:10,sma_cross,grid,data/processed/eurusd_1h.csv,unknown_cdfdf3331275,cdfdf333127508d2576387d8df89b1830d5140012977743a590126b887766eae,1H,total_return_%,70.4212834082641,-21.163178918090452,1.1170380964086024,532.0,"{""fast"": 60.0, ""slow"": 250.0, ""rr"": 2.5, ""sl_buffer_pips"": 6.0}"
2026-02-09_15-42-26_sma_cross_grid_tf-1H_ds-EURUSD_1H_cef50921c6ad,2026-02-09 15:42:26,sma_cross,grid,data/processed/eurusd_1h_20100101_20260209_dukascopy_python.csv,EURUSD_1H_cef50921c6ad,cef50921c6ad6533101d970999a18dce38e921a2e39e6dd4afe5777f2fd6b8b8,1H,total_return_%,106.48341048792132,-17.855629669154695,1.176019841933397,532.0,"{""fast"": 60.0, ""slow"": 250.0, ""rr"": 2.0, ""sl_buffer_pips"": 5.0}"
