iter,attempt,entry_params,exit_params,trades,final_equity,net_profit_abs,total_return_%,max_drawdown_%,max_drawdown_abs_%,avg_bars_held,long_trade_pct,short_trade_pct,commission_sum,win_rate_%,avg_profit_per_trade,avg_mfe,avg_mae,avg_mfe_R,avg_mae_R,avg_giveback,wins,losses,equity_years,cagr_%,sortino,mar,favourable
11,11,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.25, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",85,89190.26101565485,-10809.738984345153,-10.809738984345152,-15.587327508611448,15.587327508611448,3.0941176470588236,45.88235294117647,54.11764705882353,2592.8582503803955,45.88235294117647,-127.17339981582496,0.001513529411764718,-0.0017872941176470464,0.8614753807906007,-1.0673888917127352,0.6562460897375832,39,46,1.987565594341775,-5.593193294924593,-1.308823477233214,-0.35882952301057064,False
12,12,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.25, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",82,88469.72820981767,-11530.271790182334,-11.530271790182333,-14.288570252451127,14.288570252451127,3.158536585365854,47.5609756097561,52.4390243902439,2479.832082963825,45.1219512195122,-140.61307061197994,0.0015073170731707418,-0.001782804878048762,0.8511002848113183,-1.0729662284507822,0.6578881894920745,37,45,1.987565594341775,-5.977689845826017,-1.4214405129089724,-0.41835465271975525,False
13,13,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.25, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",72,88998.14808885721,-11001.851911142789,-11.00185191114279,-14.281228199437557,14.281228199437557,3.1666666666666665,47.22222222222222,52.77777777777778,2155.990087289247,44.44444444444444,-152.80349876587147,0.0015648611111111304,-0.0018248611111110942,0.8470890127750027,-1.080131142808158,0.6657059162283449,32,40,1.987565594341775,-5.695558787358667,-1.437699581458724,-0.39881435320688857,False
14,14,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.25, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",72,87295.86832028271,-12704.131679717291,-12.704131679717289,-14.964003883362532,14.964003883362532,3.111111111111111,47.22222222222222,52.77777777777778,2117.0788016715023,43.05555555555556,-176.44627332940726,0.0015187500000000162,-0.0019099999999999857,0.8037468955363417,-1.1103879614794803,0.659950807048639,31,41,1.987565594341775,-6.607442177643852,-1.6659561623176753,-0.4415557646967883,False
15,15,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.25, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",73,88115.99275573513,-11884.007244264867,-11.884007244264872,-14.165110423108263,14.165110423108263,3.041095890410959,46.57534246575342,53.42465753424658,2165.769167182924,43.83561643835616,-162.79461978445013,0.0014980821917808327,-0.0019071232876712253,0.7954604952907275,-1.104231924625598,0.6608949825230679,32,41,1.987565594341775,-6.167022444158943,-1.547419097430687,-0.43536705750619253,False
16,16,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.25, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",63,86946.3734862844,-13053.6265137156,-13.0536265137156,-13.792062104634006,13.792062104634006,2.9682539682539684,47.61904761904761,52.38095238095239,1749.447636048908,41.269841269841265,-207.20042085262727,0.0015507936507936527,-0.0020201587301587266,0.768137605498437,-1.1233915618536754,0.6759777686485946,26,37,1.987565594341775,-6.795750920034093,-1.8157248726455604,-0.49272914147847285,False
17,17,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",82,93710.00335115263,-6289.996648847373,-6.2899966488473735,-10.624121497814576,10.624121497814576,2.317073170731707,46.34146341463415,53.65853658536586,2761.4742282922766,48.78048780487805,-76.70727620545628,0.0015193902439024443,-0.001629024390243892,0.8814594250824334,-1.0166383899023468,0.6475632681055667,40,42,1.987565594341775,-3.215742689170309,-0.7534004511182739,-0.30268316206961676,False
18,18,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",79,94946.76515507518,-5053.234844924824,-5.053234844924825,-9.444560418200487,9.444560418200487,2.3544303797468356,48.10126582278481,51.89873417721519,2578.5202555231194,49.36708860759494,-63.964998037023555,0.001573670886075955,-0.0016526582278480902,0.8926433871979689,-0.9984874191801223,0.6456949017206165,39,40,1.987565594341775,-2.575172992345942,-0.608727577584716,-0.2726620274865689,False
19,19,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",72,96358.0563275399,-3641.9436724600964,-3.6419436724601018,-10.124456899597012,10.124456899597012,2.611111111111111,45.83333333333333,54.166666666666664,2242.8808813570217,50.0,-50.582551006390545,0.0016354166666666763,-0.0017161111111110973,0.9088758714174793,-1.025686778088037,0.6445750879071156,36,36,1.987565594341775,-1.8492513566636393,-0.44955903289766824,-0.18265190666545736,False
20,20,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",70,94607.9164324661,-5392.083567533904,-5.3920835675339,-10.233583451617278,10.233583451617278,2.6857142857142855,50.0,50.0,2113.3813114249483,48.57142857142857,-77.02976525048378,0.001642428571428578,-0.0017092857142856958,0.903222277282507,-1.0188775493259372,0.6510988239535834,34,36,1.987565594341775,-2.750262219367683,-0.6966622534588492,-0.268748697107956,False
21,21,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",63,93980.44845625106,-6019.551543748938,-6.0195515437489355,-9.242106897094827,9.242106897094827,2.746031746031746,47.61904761904761,52.38095238095239,1949.4951535321024,47.61904761904761,-95.54843720236447,0.0016498412698412828,-0.001735238095238079,0.8918849469409635,-1.0317325712561063,0.6597961841388355,30,33,1.987565594341775,-3.075310916250895,-0.8248587133402197,-0.3327499833633813,False
22,22,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",64,91175.86541706648,-8824.134582933519,-8.824134582933517,-11.184450229756104,11.184450229756104,2.65625,46.875,53.125,1961.656726407767,45.3125,-137.87710285833612,0.001582187500000009,-0.001822968749999987,0.8405706623966358,-1.0776268649037644,0.658875968970314,29,35,1.987565594341775,-4.54153435372241,-1.2131532487186873,-0.40605789828092836,False
23,23,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",64,91185.15747536454,-8814.84252463546,-8.814842524635457,-11.175398719661144,11.175398719661144,2.625,46.875,53.125,1960.9717566606487,45.3125,-137.73191444742827,0.0015650000000000039,-0.0018445312499999929,0.8261332765788911,-1.0828971437972121,0.667680092079499,29,35,1.987565594341775,-4.536639789680342,-1.2116053337807966,-0.40594880804556205,False
24,24,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.5, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",53,92739.44632091519,-7260.553679084813,-7.260553679084813,-8.048189840312803,8.048189840312803,2.4150943396226414,49.056603773584904,50.943396226415096,1552.742401193978,45.28301886792453,-136.99157885065705,0.001628867924528298,-0.0019103773584905588,0.8067435946858081,-1.0732137882623707,0.6659537576963491,24,29,1.987565594341775,-3.7213812481409203,-1.0898071613300804,-0.4623873593911503,False
25,25,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",65,103516.32615124052,3516.326151240515,3.516326151240512,-4.792166618868565,4.792166618868565,2.6307692307692307,47.69230769230769,52.307692307692314,2308.0850726120116,55.38461538461539,54.09732540370027,0.0016430769230769266,-0.001448769230769215,0.9672038172361302,-0.8921785754405845,0.601109229834182,36,29,1.987565594341775,1.7539725841951181,0.5639505985611857,0.3660082638381285,True
26,26,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",64,104711.35771748121,4711.357717481209,4.711357717481213,-4.792166618868565,4.792166618868565,2.625,50.0,50.0,2213.936634950258,56.25,73.61496433564304,0.001694375000000005,-0.0014754687499999829,0.9835145295916432,-0.9022577636789808,0.5949698004376809,36,28,1.987565594341775,2.3433048387283772,0.748253653028951,0.48898651175898256,True
27,27,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",59,103985.31413328112,3985.314133281121,3.985314133281115,-5.036499333055011,5.036499333055011,2.9322033898305087,45.76271186440678,54.23728813559322,1970.5558244239276,55.932203389830505,67.54769717425745,0.0017416949152542441,-0.001530847457627099,0.9942560957522788,-0.9319768615913046,0.601443557496052,33,26,1.987565594341775,1.985655906199968,0.6628990621471569,0.3942531855743382,True
28,28,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",56,101103.34321441346,1103.3432144134567,1.1033432144134547,-6.042937716398001,6.042937716398001,3.0357142857142856,48.214285714285715,51.78571428571429,1823.240440289629,53.57142857142857,19.70255740024012,0.0017346428571428612,-0.0015274999999999753,0.983196860590246,-0.9302012849943309,0.6146886885688665,30,26,1.987565594341775,0.5536095904786542,0.21717057490777172,0.09161265868691477,True
29,29,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",49,100432.79562656317,432.79562656316557,0.43279562656317605,-4.708123751856341,4.708123751856341,3.163265306122449,44.89795918367347,55.10204081632652,1642.135134454798,53.06122448979592,8.83256380741208,0.0017573469387755219,-0.0015348979591836508,0.9800452334807959,-0.9340611325714623,0.6206129673978794,26,23,1.987565594341775,0.21751799259670523,0.11333933157250144,0.046200568222307496,True
30,30,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",50,97425.31745080085,-2574.6825491991476,-2.5746825491991476,-4.85111939084536,4.85111939084536,3.04,46.0,54.0,1665.933200703943,50.0,-51.4936509839825,0.0016698000000000101,-0.0016553999999999824,0.918459125982215,-0.9984113168480462,0.6241049350871198,25,25,1.987565594341775,-1.303789109289677,-0.37939270982638373,-0.26876046624415845,False
31,31,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",52,97344.16317712623,-2655.8368228737672,-2.6558368228737694,-4.391480070352749,4.391480070352749,2.9038461538461537,46.15384615384615,53.84615384615385,1726.5034602282233,50.0,-51.073785055263755,0.0016219230769230785,-0.001654615384615374,0.8883503221769253,-0.9874001094625283,0.6316654545362084,26,26,1.987565594341775,-1.345161296192876,-0.38360634037716823,-0.3063116021575899,False
32,32,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.75, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",44,99851.18635194779,-148.813648052208,-0.14881364805220398,-4.170282374986756,4.170282374986756,2.6363636363636362,50.0,50.0,1385.3259799615291,52.27272727272727,-3.3821283648224285,0.001732045454545447,-0.0017134090909090823,0.9072079701494296,-0.9543183536939265,0.6140340676011732,23,21,1.987565594341775,-0.07490002179493249,0.012344491935358417,-0.0179604197174227,False
33,33,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",55,99923.33798059446,-76.6620194055431,-0.07666201940553785,-5.372141250512696,5.372141250512696,2.5454545454545454,47.27272727272727,52.72727272727272,1979.1427108390285,52.72727272727272,-1.3938548982821761,0.0015503636363636316,-0.0014967272727272678,0.9402239746031205,-0.9214602482542904,0.6248072931582539,29,26,1.987565594341775,-0.03857816112119439,0.030854767453829875,-0.007181151671600712,False
34,34,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",54,101060.22875673609,1060.2287567360909,1.0602287567360813,-5.372141250512696,5.372141250512696,2.537037037037037,48.148148148148145,51.85185185185185,1896.0459099785683,53.70370370370371,19.633865865482793,0.0015894444444444417,-0.0015183333333333294,0.9558321686828726,-0.9290195083963545,0.6159567812847114,29,25,1.987565594341775,0.5320331587485239,0.21287658737063445,0.0990355863591168,True
35,35,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",50,103385.31453001211,3385.3145300121105,3.385314530012118,-3.5883481211688384,3.5883481211688384,2.84,42.0,57.99999999999999,1721.2055492454645,56.00000000000001,67.70629060024153,0.001687599999999998,-0.001540199999999996,0.9926426741979515,-0.9310616100146187,0.601391037503312,28,22,1.987565594341775,1.6891587832098542,0.6142560204145343,0.4707343675060272,True
36,36,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",47,100519.97270364995,519.9727036499535,0.5199727036499624,-4.748118144018165,4.748118144018165,2.9574468085106385,44.680851063829785,55.319148936170215,1576.0956877356564,53.191489361702125,11.063249013829827,0.0016757446808510579,-0.0015368085106382888,0.979362728799296,-0.9288876090750318,0.6172241820473682,25,22,1.987565594341775,0.2612757746597305,0.1291338648493665,0.05502722694229803,True
37,37,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",40,99894.85537940949,-105.14462059050857,-0.10514462059051377,-4.494171419072068,4.494171419072068,3.025,45.0,55.00000000000001,1337.8547529950006,52.5,-2.6286155147627936,0.0017179999999999973,-0.001524999999999993,0.9618781859768859,-0.9252377159432458,0.6241517134074479,21,19,1.987565594341775,-0.052915033786871124,0.0174356527688901,-0.01177414674534082,False
38,38,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",42,97838.68913959667,-2161.310860403333,-2.1613108604033315,-4.353017799721659,4.353017799721659,3.142857142857143,45.23809523809524,54.761904761904766,1397.8674721460152,50.0,-51.45978239055549,0.0016249999999999982,-0.0016552380952380905,0.8916234880862441,-0.9914257613487886,0.6152382817993522,21,21,1.987565594341775,-1.0933187978596215,-0.34682024655909466,-0.2511634108019339,False
39,39,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",44,97758.26310767046,-2241.7368923295435,-2.241736892329549,-4.340836151159422,4.340836151159422,3.0681818181818183,45.45454545454545,54.54545454545454,1456.37772347612,50.0,-50.948565734762134,0.0016068181818181765,-0.0016424999999999962,0.875144577444938,-0.9717636546667013,0.62482401323579,22,22,1.987565594341775,-1.1342334530174192,-0.3512648978527891,-0.2612937723333486,False
40,40,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.0, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",37,99208.21665622617,-791.78334377383,-0.7917833437738331,-3.304299111046527,3.304299111046527,3.2432432432432434,43.24324324324324,56.75675675675676,1155.4592587082043,51.35135135135135,-21.39954983172511,0.0017051351351351197,-0.0017762162162162102,0.8786568113939531,-0.9824001210117995,0.6177855353978026,19,18,1.987565594341775,-0.39915514069983615,-0.11648264411987165,-0.12079873137556758,False
41,41,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.25, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",37,97021.93870402504,-2978.061295974956,-2.978061295974954,-5.6768604264714195,5.6768604264714195,2.081081081081081,45.94594594594595,54.054054054054056,1280.3331903396443,48.64864864864865,-80.48814313445746,0.0015616216216216262,-0.0015729729729729617,0.908965239598619,-0.9569397228083418,0.655743699128407,18,19,1.987565594341775,-1.509599649046578,-0.5239297758949025,-0.2659215720730523,False
42,42,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.25, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",38,97934.7763771667,-2065.223622833306,-2.065223622833301,-5.6768604264714195,5.6768604264714195,2.026315789473684,44.73684210526316,55.26315789473685,1321.7827843028979,50.0,-54.34799007456073,0.0015560526315789506,-0.0015497368421052544,0.9150613009330697,-0.9470987114578776,0.6427542011825661,19,19,1.987565594341775,-1.0444588141516942,-0.3502520123215301,-0.18398529040477063,False
43,43,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.25, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",34,102203.86546647518,2203.865466475181,2.2038654664751745,-4.5206578301982825,4.5206578301982825,2.3529411764705883,38.23529411764706,61.76470588235294,1163.903673481752,55.88235294117647,64.81957254338786,0.0017232352941176513,-0.00153294117647058,0.984794198289453,-0.9251833243894776,0.5966154132075981,19,15,1.987565594341775,1.1028213463773362,0.48775840299680767,0.24395151940286638,True
44,44,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.25, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",30,102459.35845445817,2459.358454458168,2.4593584544581715,-5.28070783279394,5.28070783279394,2.533333333333333,40.0,60.0,1002.812081355694,56.666666666666664,81.97861514860573,0.0018046666666666693,-0.0014709999999999853,1.003189901628801,-0.8682505104159144,0.5904667309033004,17,13,1.987565594341775,1.2299033350952948,0.5762608994124845,0.23290501463789035,True
45,45,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.25, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",31,99334.90361194393,-665.0963880560739,-0.6650963880560745,-5.28070783279394,5.28070783279394,2.6129032258064515,38.70967741935484,61.29032258064516,1058.3126281297907,51.61290322580645,-21.45472219535761,0.0017500000000000042,-0.0014948387096774065,0.9749340033864142,-0.9185590593560592,0.6272281951264002,16,15,1.987565594341775,-0.33518341061572476,-0.10606266634734995,-0.06347319738732533,False
46,46,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 2.25, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.0, 'sldist_atr_mult': 1.0}",33,99288.64499476156,-711.355005238438,-0.7113550052384343,-5.38330523047148,5.38330523047148,2.9393939393939394,39.39393939393939,60.60606060606061,1087.3948868900611,51.515151515151516,-21.556212279953137,0.001730303030303035,-0.0016136363636363507,0.9477950075382048,-0.9582003490817743,0.6170114522634101,17,16,1.987565594341775,-0.35853741871223477,-0.11039141953108185,-0.06660172577300309,False
