entry_time,exit_time,side,entry,sl,tp,units,exit,exit_reason,pnl,equity_after,r_multiple
2010-01-15 17:00:00+00:00,2010-01-15 19:00:00+00:00,short,1.43746,1.4387958657533744,1.4336205275898575,748578.2141461372,1.4336205275898575,TP,2859.173835764807,102859.17383576481,2.859173835764807
2010-02-17 03:00:00+00:00,2010-02-17 07:00:00+00:00,long,1.37627,1.3747341342466257,1.3806843014901522,669714.6128154568,1.3747341342466257,SL,-1041.9860306140451,101817.18780515077,-1.0130219714556365
2010-02-18 04:00:00+00:00,2010-02-18 06:00:00+00:00,short,1.35754,1.3582558657533743,1.3554824977378872,1422294.4361455976,1.3582558657533743,SL,-1046.6177667746058,100770.57003837616,-1.0279381991747165
2010-02-26 18:00:00+00:00,2010-02-26 18:00:00+00:00,long,1.36003,1.3593841342466257,1.3618863120841094,1560240.1816770674,1.3618863120841094,TP,2865.0878997262867,103635.65793810245,2.8431792125768305
2010-03-02 07:00:00+00:00,2010-03-02 11:00:00+00:00,short,1.35149,1.3543058657533742,1.3433967923977876,368041.8990639767,1.3543058657533742,SL,-1043.717417362352,102591.9405207401,-1.0071026113287418
2010-03-03 06:00:00+00:00,2010-03-03 06:00:00+00:00,long,1.36376,1.3631141342466258,1.3656163120841094,1588440.6315824569,1.3631141342466258,SL,-1057.6882178392584,101534.25230290084,-1.0309661874710665
2010-03-09 18:00:00+00:00,2010-03-09 18:00:00+00:00,short,1.36035,1.3605158657533742,1.3598732777079137,6121471.746719013,1.3605158657533742,SL_and_TP_same_bar_assume_SL,-1137.7719579641907,100396.48034493666,-1.1205794420684225
2010-03-11 03:00:00+00:00,2010-03-11 03:00:00+00:00,long,1.36396,1.3626341342466257,1.367770730956142,757214.5225821423,1.3626341342466257,SL,-1019.1090939011087,99377.37125103555,-1.015084483439768
2010-03-18 21:00:00+00:00,2010-03-19 00:00:00+00:00,short,1.36056,1.3619458657533743,1.3565768203198554,717077.9060603267,1.3619458657533743,SL,-1008.115270631656,98369.2559804039,-1.0144314122428058
2010-03-30 00:00:00+00:00,2010-03-30 00:00:00+00:00,long,1.34893,1.3471241342466258,1.3541203207481642,544720.7567705766,1.3471241342466258,SL,-994.586974939522,97374.66900546438,-1.0110750203677998
2010-04-06 08:00:00+00:00,2010-04-07 11:00:00+00:00,short,1.34112,1.3437958657533744,1.3334291727537937,363899.6795062438,1.3334291727537937,TP,2791.411576442224,100166.0805819066,2.866671183534989
2010-04-12 02:00:00+00:00,2010-04-12 04:00:00+00:00,long,1.36344,1.3619541342466257,1.3677105942201493,674126.0464105685,1.3677105942201493,TP,2865.4362765247756,103031.51685843138,2.860685233841895
2010-04-19 00:00:00+00:00,2010-04-19 10:00:00+00:00,short,1.34743,1.3493058657533743,1.3420384890738315,549247.816231484,1.3420384890738315,TP,2950.2906460614818,105981.80750449286,2.86348365628284
2010-05-21 06:00:00+00:00,2010-05-21 06:00:00+00:00,long,1.26152,1.2602741342466257,1.2651007993241379,850667.9569404246,1.2602741342466257,SL,-1076.8314341838484,104904.97607030901,-1.0160530939597332
2010-05-25 07:00:00+00:00,2010-05-25 08:00:00+00:00,short,1.22754,1.2301858657533742,1.2199353971157958,396486.3898953684,1.2199353971157958,TP,3007.1918163481027,107912.16788665712,2.866586437551479
2010-06-11 05:00:00+00:00,2010-06-11 06:00:00+00:00,long,1.21055,1.2094141342466258,1.2138146433301324,950043.3265647154,1.2094141342466258,SL,-1098.1225453979898,106814.04534125913,-1.0176077145919038
2010-06-22 21:00:00+00:00,2010-06-23 06:00:00+00:00,short,1.22653,1.2279058657533743,1.2225755617738554,776340.6064820414,1.2279058657533743,SL,-1083.667265542334,105730.3780757168,-1.0145363019255906
2010-06-27 23:00:00+00:00,2010-06-28 06:00:00+00:00,long,1.23746,1.2364241342466258,1.2404372287901275,1020695.7584157164,1.2364241342466258,SL,-1077.717695925616,104652.66037979118,-1.019307521206279
2010-06-29 03:00:00+00:00,2010-06-29 06:00:00+00:00,short,1.22752,1.2288458657533743,1.223709269043858,789315.6612081493,1.223709269043858,TP,2992.0833111092625,107644.74369090045,2.859060916608141
2010-07-01 19:00:00+00:00,2010-07-01 19:00:00+00:00,long,1.2478,1.2459441342466258,1.253134028018167,580024.4090672232,1.253134028018167,TP,3082.265961003946,110727.00965190439,2.8633687584919207
2010-07-13 02:00:00+00:00,2010-07-13 06:00:00+00:00,short,1.25995,1.2613658657533744,1.2558805959578534,782044.550396139,1.2558805959578534,TP,3166.8143635126708,113893.82401541706,2.8600197670543746
2010-07-13 19:00:00+00:00,2010-07-13 20:00:00+00:00,long,1.26975,1.2686841342466257,1.272813453152129,1068556.9327550402,1.272813453152129,TP,3252.102965222451,117145.92698063952,2.855381310914835
2010-07-22 03:00:00+00:00,2010-07-22 04:00:00+00:00,short,1.27726,1.2777358657533744,1.275892292633899,2461743.173362799,1.2777358657533744,SL,-1220.6941332739736,115925.23284736554,-1.0420286600964925
2010-07-23 07:00:00+00:00,2010-07-23 07:00:00+00:00,long,1.28843,1.2859341342466257,1.2956034810741974,464469.02318621357,1.2859341342466257,SL,-1168.5417089374405,114756.6911384281,-1.0080132515032478
2010-08-10 18:00:00+00:00,2010-08-10 18:00:00+00:00,short,1.30992,1.3118258657533743,1.3044422647118303,602123.6854445247,1.3118258657533743,SL,-1159.6093850932505,113597.08175333485,-1.0104939185589126
2010-08-27 20:00:00+00:00,2010-08-27 20:00:00+00:00,long,1.27317,1.2724741342466257,1.2751700193541113,1632456.8525252028,1.2751700193541113,TP,3232.29616275151,116829.37791608635,2.845404224177282
2010-08-31 06:00:00+00:00,2010-08-31 07:00:00+00:00,short,1.26432,1.2664158657533744,1.2582961770858216,557427.772880942,1.2664158657533744,SL,-1179.4423346185554,115649.9355814678,-1.009542595926257
2010-09-01 09:00:00+00:00,2010-09-06 06:00:00+00:00,long,1.27674,1.2716541342466257,1.2913575176603218,227394.78623622202,1.2913575176603218,TP,3319.3994079483264,118969.33498941612,2.870212932898719
2010-09-07 23:00:00+00:00,2010-09-07 23:00:00+00:00,short,1.26743,1.2689258657533744,1.26313066432585,795320.9351911905,1.2689258657533744,SL,-1205.5997685980892,117763.73522081804,-1.013370183758145
2010-09-13 18:00:00+00:00,2010-09-14 00:00:00+00:00,long,1.28719,1.2855741342466258,1.2918342331221555,728796.5288880228,1.2855741342466258,SL,-1192.2132827860362,116571.521938032,-1.0123772658454868
2010-10-12 08:00:00+00:00,2010-10-12 12:00:00+00:00,short,1.3813,1.3850658657533743,1.3704763542677414,309547.73635671963,1.3850658657533743,SL,-1171.9061741074952,115399.6157639245,-1.005310863772085
2010-10-13 16:00:00+00:00,2010-10-13 16:00:00+00:00,long,1.3963,1.3950841342466258,1.3997945749621366,949114.7805065291,1.3950841342466258,SL,-1172.9784532495,114226.63731067501,-1.016449184414173
2010-10-18 02:00:00+00:00,2010-10-18 13:00:00+00:00,short,1.3903,1.3942658657533742,1.3789015251877326,288024.46783150116,1.3942658657533742,SL,-1148.0268624634177,113078.61044821159,-1.0050430350505726
2010-10-21 16:00:00+00:00,2010-10-21 16:00:00+00:00,long,1.3972,1.3947341342466257,1.4042872567121962,458575.6961565165,1.3947341342466257,SL,-1139.9576184053062,111938.65282980629,-1.0081107416219894
2010-10-22 18:00:00+00:00,2010-10-22 18:00:00+00:00,short,1.3918,1.3932158657533742,1.387730595957854,790602.1638212234,1.3932158657533742,SL,-1135.198571574591,110803.4542582317,-1.0141256329934298
2010-10-23 01:00:00+00:00,2010-10-24 21:00:00+00:00,long,1.39535,1.3951841342466258,1.3958267222920864,6680309.3468120145,1.3951841342466258,SL_and_TP_same_bar_assume_SL,-1241.6407295194326,109561.81352871226,-1.1205794420684225
2010-10-26 21:00:00+00:00,2010-10-26 21:00:00+00:00,short,1.38581,1.3860858657533743,1.3850171217139085,3971562.6962958737,1.3860858657533743,SL,-1175.0493892135605,108386.7641394987,-1.0724990317047114
2010-10-30 11:00:00+00:00,2010-10-31 21:00:00+00:00,long,1.39451,1.3943441342466256,1.3949867222920862,6534607.773728422,1.3949867222920862,TP,2984.501040301242,111371.26517979994,2.7535659579799368
2010-11-06 19:00:00+00:00,2010-11-07 21:00:00+00:00,short,1.40225,1.4024158657533743,1.4017732777079137,6714542.508873317,1.4024158657533743,SL,-1248.0035019763454,110123.2616778236,-1.1205794420684225
