fast,slow,rr,sl_buffer_pips,trial_number,value,_objective_key,_objective_value,avg_R,final_equity,max_drawdown_%,profit_factor,total_return_%,trades,win_rate_%
30,176,2.9101770969954432,2.0186502032947926,181,124.43471015940646,total_return_%,124.43471015940646,0.11262043662228824,224434.71015940644,-30.861484587288768,1.1097263174033998,124.43471015940646,834.0,29.256594724220626
25,166,2.9302554470607403,2.0281082422730394,220,124.15566566278193,total_return_%,124.15566566278193,0.1025862799607588,224155.66566278195,-30.30206305228974,1.1250750860338414,124.15566566278193,929.0,28.84822389666308
29,174,2.888644357219722,1.9475446085199533,211,123.24593520673947,total_return_%,123.24593520673947,0.11038878184796062,223245.9352067395,-35.814593829526665,1.1184695006953398,123.24593520673947,847.0,29.39787485242031
33,167,2.9069506115826007,2.2184121063327766,114,122.44525310956433,total_return_%,122.44525310956433,0.11232322985473692,222445.25310956434,-26.639689259583154,1.1185580151348353,122.44525310956433,827.0,29.262394195888753
30,174,2.9311374127391887,3.5368894431729996,98,121.13781428754567,total_return_%,121.13781428754567,0.11030779323041752,221137.81428754565,-31.600724139927273,1.142839022442231,121.13781428754567,839.0,28.843861740166865
31,185,2.8924419650297195,3.332947747879612,289,119.26809071430205,total_return_%,119.26809071430205,0.11404111770388214,219268.09071430203,-31.772879400777864,1.1038815342524166,119.26809071430205,797.0,29.234629861982437
26,166,2.9585678006141247,2.7571722782118666,218,119.02578137396685,total_return_%,119.02578137396685,0.10139918060928585,219025.78137396683,-32.55028326319971,1.1189643403103087,119.02578137396685,916.0,28.49344978165939
35,168,2.770588799401769,1.288408610088954,117,117.65344686779517,total_return_%,117.65344686779517,0.11120664991767074,217653.4468677952,-22.832730538424773,1.1098956097503074,117.65344686779517,808.0,30.56930693069307
28,195,2.796867879976547,2.695519969067617,284,116.5149407395492,total_return_%,116.5149407395492,0.1115588160804371,216514.9407395492,-27.872838457526704,1.110723028436828,116.5149407395492,800.0,30.0
29,183,1.8920762906520545,4.537899097417629,92,115.27718786138621,total_return_%,115.27718786138621,0.10401221852761378,215277.1878613862,-17.46284414885071,1.1366236040118938,115.27718786138621,815.0,38.895705521472394
32,172,2.9978994742976415,3.780926343106109,153,114.08112116547593,total_return_%,114.08112116547593,0.10979544341400177,214081.12116547592,-27.204942616161333,1.1178530202219947,114.08112116547593,812.0,28.32512315270936
29,186,2.7007162538806786,2.649567488915464,262,113.91962242795954,total_return_%,113.91962242795954,0.10821426740482577,213919.62242795955,-22.108444102368452,1.1101519595164944,113.91962242795954,811.0,30.702836004932184
30,186,2.810292624757543,2.5536681163794035,249,110.66923324244922,total_return_%,110.66923324244922,0.10716612268399074,210669.2332424492,-32.368058528946555,1.1048701301336645,110.66923324244922,809.0,29.78986402966625
30,174,2.848367619382031,3.272841303877806,99,110.06575671254603,total_return_%,110.06575671254603,0.1036810393228631,210065.75671254605,-26.841238884825813,1.132429065794708,110.06575671254603,839.0,29.32061978545888
32,175,2.8912199071246687,1.8207380846705774,192,109.79773269065123,total_return_%,109.79773269065123,0.10633835536082499,209797.73269065123,-33.758873234747796,1.0889804981703708,109.79773269065123,816.0,29.28921568627451
32,182,2.0432541096846544,5.763759259776262,81,103.14159456977698,total_return_%,103.14159456977698,0.09988793052457705,203141.59456977696,-21.398702632092093,1.1135543430022121,103.14159456977698,795.0,36.72955974842767
32,170,2.164980672538576,5.176061485878582,61,100.91835824393706,total_return_%,100.91835824393706,0.0961620922964159,200918.35824393708,-23.06151135337784,1.1236938485351984,100.91835824393706,823.0,35.236938031591734
27,164,2.998720599946852,2.212844217831122,222,99.25183242404412,total_return_%,99.25183242404412,0.09214756222249952,199251.8324240441,-38.79821786848973,1.1004487857833534,99.25183242404412,905.0,28.066298342541433
30,176,2.9183183406088684,2.2343227207249985,130,98.48076257634224,total_return_%,98.48076257634224,0.09778224294407994,198480.76257634224,-30.485298332265142,1.0913380433473445,98.48076257634224,834.0,28.776978417266186
30,174,2.8372444746186223,3.87984709890603,97,97.37348289472905,total_return_%,97.37348289472905,0.09602771033561715,197373.48289472904,-33.269058215149016,1.1192127927370765,97.37348289472905,840.0,29.166666666666668
31,167,2.9976262884398905,3.3330303135670354,164,93.45794497269786,total_return_%,93.45794497269786,0.09383708568789786,193457.94497269785,-40.10132273813433,1.0995632961251696,93.45794497269786,847.0,27.98110979929162
29,174,2.820771648311754,3.47476393415862,102,91.07233870060828,total_return_%,91.07233870060828,0.09148677648163232,191072.3387006083,-33.70140380021157,1.1038174697374379,91.07233870060828,846.0,29.196217494089833
29,174,2.855780294058793,3.2450673053297265,101,91.01913529007915,total_return_%,91.01913529007915,0.09165493162880091,191019.13529007914,-33.0664534585996,1.1065913192340069,91.01913529007915,846.0,28.959810874704488
29,172,2.9065020078669006,3.7196484866609727,159,90.97092302786277,total_return_%,90.97092302786277,0.0907156542310204,190970.92302786277,-39.81065721247595,1.0927754027409238,90.97092302786277,859.0,28.52153667054715
27,174,2.8252561467263146,1.8199516165035894,216,89.44809417027895,total_return_%,89.44809417027895,0.08970715502757981,189448.09417027896,-35.148051650955445,1.1151533123625474,89.44809417027895,860.0,29.53488372093023
33,164,2.874485007934963,1.50087793486206,125,89.3265957758989,total_return_%,89.3265957758989,0.09198173319107979,189326.5957758989,-24.927888256093578,1.0918215307759582,89.3265957758989,833.0,29.17166866746699
35,291,2.46398788362281,6.187255599871848,0,88.388066331352,total_return_%,88.388066331352,0.12488698934314568,188388.066331352,-16.184020329523495,1.1607317299872522,88.388066331352,567.0,32.98059964726631
29,184,2.9110073212324865,1.2521321515261432,214,87.9215224032923,total_return_%,87.9215224032923,0.09340685796400992,187921.5224032923,-29.026345152359568,1.0849845988522153,87.9215224032923,813.0,29.15129151291513
34,167,2.9594466805956876,3.2417784824814477,152,87.78318608010794,total_return_%,87.78318608010794,0.09235073251330701,187783.18608010793,-26.39314633534783,1.1032502016134185,87.78318608010794,822.0,28.223844282238442
29,191,2.8065225068674553,3.0469300849938588,269,87.76625428049786,total_return_%,87.76625428049786,0.09486406718515271,187766.25428049787,-30.61658749884866,1.0999456314614617,87.76625428049786,788.0,29.441624365482234
33,172,2.88393835223645,3.201243970038715,157,86.61923201331956,total_return_%,86.61923201331956,0.09310411543136993,186619.23201331956,-31.33385889563979,1.0866468755494447,86.61923201331956,802.0,28.802992518703242
32,173,2.9538520339937184,1.7787988127811074,142,85.95287111266059,total_return_%,85.95287111266059,0.09213744543170116,185952.8711126606,-26.61455956144245,1.087505517028768,85.95287111266059,812.0,28.448275862068968
30,168,2.7910439205461373,3.273598863278462,232,85.92172078316574,total_return_%,85.92172078316574,0.0872073634598639,185921.72078316574,-44.49528498221237,1.0914095413443001,85.92172078316574,856.0,29.32242990654206
30,187,2.955424950699826,3.5832223555343514,168,85.60573480857437,total_return_%,85.60573480857437,0.09289215402187552,185605.73480857437,-28.75753034807601,1.0916799457917037,85.60573480857437,801.0,28.214731585518106
32,172,2.1849793104561064,3.463100859203429,171,85.45373480568401,total_return_%,85.45373480568401,0.08733501728883868,185453.734805684,-27.01458266686555,1.0962339470835167,85.45373480568401,814.0,34.88943488943489
28,172,2.965672902670559,2.0304127092106667,213,83.76818135257962,total_return_%,83.76818135257962,0.08601298612699805,183768.18135257962,-39.528655615952026,1.0961593952824051,83.76818135257962,866.0,28.17551963048499
29,176,2.9570906414851956,3.6394483160579965,110,83.6499633542191,total_return_%,83.6499633542191,0.08731877518167316,183649.9633542191,-39.566442649864506,1.0939885974220953,83.6499633542191,848.0,28.066037735849058
29,170,2.841440061445882,3.411440034532025,104,83.43752685645347,total_return_%,83.43752685645347,0.08539528812706099,183437.52685645348,-37.89800394207913,1.09400526621293,83.43752685645347,862.0,28.886310904872392
29,191,2.7486386011223694,2.059964537923038,248,82.2341827385226,total_return_%,82.2341827385226,0.09076136370006642,182234.18273852262,-26.351265773422348,1.0939335490851656,82.2341827385226,788.0,29.949238578680205
30,183,2.8299576974274383,1.746170618856312,293,82.16325079722515,total_return_%,82.16325079722515,0.08967855609789978,182163.25079722516,-40.10786315128413,1.0743901449987037,82.16325079722515,804.0,29.35323383084577
31,174,2.986965686728521,4.939887160758914,94,81.85050722278082,total_return_%,81.85050722278082,0.08871065958843402,181850.5072227808,-37.2414135298439,1.0765583013759914,81.85050722278082,820.0,27.80487804878049
26,167,2.912729479288164,2.766418801661992,223,80.77777160733706,total_return_%,80.77777160733706,0.08028848020111708,180777.77160733705,-29.949684017015144,1.0886766749898036,80.77777160733706,912.0,28.289473684210524
29,180,2.8040040784226696,2.7692411995391235,288,80.05161251642296,total_return_%,80.05161251642296,0.08694116179812347,180051.61251642296,-26.620351482725944,1.0863522020990533,80.05161251642296,817.0,29.37576499388005
30,169,2.953415366624155,2.620747374652734,180,79.9072234824616,total_return_%,79.9072234824616,0.08383237679148754,179907.2234824616,-42.562546424981065,1.084326832661062,79.9072234824616,861.0,28.1068524970964
31,176,2.9212706715815533,2.239270077026611,141,79.77503363627174,total_return_%,79.77503363627174,0.08683133903087563,179775.03363627175,-26.053082193842293,1.0774701311582968,79.77503363627174,822.0,28.467153284671532
29,192,2.772927165393692,3.1691650518430152,279,77.34516869853942,total_return_%,77.34516869853942,0.08718931401393674,177345.16869853943,-28.160546419915978,1.0821084920977975,77.34516869853942,790.0,29.49367088607595
30,186,2.962610745339891,2.161294929241598,203,76.9305251373188,total_return_%,76.9305251373188,0.08625798944482789,176930.5251373188,-31.061837093293,1.0801201323918117,76.9305251373188,809.0,28.182941903584673
31,169,2.8618631933481344,3.0741994437038414,160,76.85254194945634,total_return_%,76.85254194945634,0.08273360077255697,176852.54194945635,-40.027659359465886,1.082401465068094,76.85254194945634,843.0,28.706998813760382
29,131,1.8882800386849263,8.549741553845783,32,75.86828389203141,total_return_%,75.86828389203141,0.06506695179953492,175868.2838920314,-31.192401411599914,1.096479040641787,75.86828389203141,1020.0,37.35294117647059
31,169,2.9415546127661827,2.1298187352122837,227,73.91948815415954,total_return_%,73.91948815415954,0.08120527165810267,173919.48815415954,-43.63183357694205,1.0779891514239204,73.91948815415954,843.0,28.23250296559905
34,173,2.9454039456308476,3.174077653022313,197,73.87624056323116,total_return_%,73.87624056323116,0.08482282384267438,173876.24056323117,-28.901731164702326,1.0714678027017455,73.87624056323116,799.0,28.16020025031289
33,166,2.818742858433944,0.7247435706081446,188,73.19820473082707,total_return_%,73.19820473082707,0.08129439184820211,173198.20473082707,-35.54781542601051,1.0750409126270315,73.19820473082707,830.0,29.759036144578317
34,165,2.8711323636740156,4.249787382359273,177,72.81846405301874,total_return_%,72.81846405301874,0.08174527493478112,172818.46405301875,-32.534617294980585,1.076229640960085,72.81846405301874,821.0,28.501827040194883
29,180,2.536008776630891,3.332802840751953,282,72.61075798196741,total_return_%,72.61075798196741,0.08021525390023808,172610.7579819674,-27.629982163251455,1.0846861936211343,72.61075798196741,816.0,31.25
28,134,1.9651650618866348,8.84838646480324,29,71.53387970206828,total_return_%,71.53387970206828,0.06307552032631558,171533.87970206828,-45.411523228707175,1.0893549811577867,71.53387970206828,1019.0,36.31010794896958
30,171,2.931056058289272,2.1100641678996133,210,71.26328971674889,total_return_%,71.26328971674889,0.07878414944723608,171263.2897167489,-40.32694530279852,1.069809410057935,71.26328971674889,850.0,28.235294117647058
32,183,2.6907310642954814,4.934629734865519,82,70.4015220036499,total_return_%,70.4015220036499,0.08211996646379359,170401.5220036499,-29.084892334032197,1.0755820102262974,70.4015220036499,784.0,29.846938775510207
28,193,2.4368148715706868,1.814626421372918,255,68.4780815015725,total_return_%,68.4780815015725,0.07921491313463623,168478.0815015725,-20.810362217544174,1.0839933928035956,68.4780815015725,797.0,32.747804265997495
33,165,2.930103649559806,1.9143490219824408,116,67.28461395901948,total_return_%,67.28461395901948,0.07740518709581319,167284.61395901948,-30.367717142901242,1.071141294999119,67.28461395901948,831.0,28.279181708784595
33,180,2.9962025054637436,2.7160605551216714,161,66.78924159884964,total_return_%,66.78924159884964,0.08000859901237908,166789.24159884965,-30.48053392043237,1.0697231902234976,66.78924159884964,797.0,27.728983688833125
28,195,2.1144741924558783,5.099418119494482,63,66.77877407780244,total_return_%,66.77877407780244,0.07493013019847806,166778.77407780243,-26.382581840464713,1.0848489091937787,66.77877407780244,800.0,35.125
35,160,2.934277665407955,2.950253055297576,156,66.62677292147623,total_return_%,66.62677292147623,0.0757944715514493,166626.77292147622,-29.07907870633222,1.077700424399086,66.62677292147623,846.0,28.01418439716312
32,183,2.018242814774568,5.619942896345245,80,66.13242245406374,total_return_%,66.13242245406374,0.07473891892081314,166132.42245406375,-29.17003868254665,1.08186050420899,66.13242245406374,790.0,36.20253164556962
28,195,1.8105639878271997,4.386664342563907,65,66.01967576132144,total_return_%,66.01967576132144,0.0725625632089131,166019.67576132144,-25.41270043039683,1.0866709416662643,66.01967576132144,802.0,38.90274314214464
34,164,2.9774641981732985,3.392837642356862,158,65.63903841494721,total_return_%,65.63903841494721,0.0766760068565826,165639.0384149472,-31.508965386901412,1.0768913794199013,65.63903841494721,827.0,27.690447400241837
30,177,2.911211120990214,2.2487950151000526,191,63.51261848992185,total_return_%,63.51261848992185,0.07434204836675369,163512.61848992185,-24.495008512979066,1.0699926691265582,63.51261848992185,833.0,28.211284513805523
23,176,2.855307244340716,3.034854670481957,231,62.841279012973075,total_return_%,62.841279012973075,0.06858963096547467,162841.27901297307,-40.294851105074045,1.0657893287872973,62.841279012973075,909.0,28.38283828382838
30,189,2.0390394729477195,6.185874856070406,71,62.27444085931304,total_return_%,62.27444085931304,0.07161541527415295,162274.44085931304,-21.369148593558574,1.0791725785084445,62.27444085931304,793.0,35.81336696090794
33,181,2.8645204400608684,3.0163523554417835,138,61.47440553822467,total_return_%,61.47440553822467,0.07611913445637644,161474.40553822467,-28.63177119087875,1.0686766453712204,61.47440553822467,785.0,28.53503184713376
30,170,2.898322142660917,2.334833917225347,217,60.68462847515372,total_return_%,60.68462847515372,0.07075858508384339,160684.62847515373,-42.474349629829156,1.0675807732021967,60.68462847515372,854.0,28.220140515222482
30,178,2.894938540932487,2.228112335688643,131,60.68362157310852,total_return_%,60.68362157310852,0.07305303067573438,160683.6215731085,-30.363307806082073,1.0662281485233318,60.68362157310852,820.0,28.292682926829265
27,194,2.8101156519686494,1.9041492738787862,208,60.27143280109897,total_return_%,60.27143280109897,0.07316629485770708,160271.43280109897,-21.798709174650433,1.0819478465863381,60.27143280109897,808.0,29.084158415841582
32,295,2.7781789636001126,5.220642664758923,85,60.12777046976139,total_return_%,60.12777046976139,0.09489778194241462,160127.7704697614,-24.755926631970958,1.1103952816377047,60.12777046976139,587.0,29.471890971039183
29,180,2.7749874887274535,2.427798353825255,292,59.86868315164082,total_return_%,59.86868315164082,0.07207218802922262,159868.6831516408,-28.160394391340905,1.0707335716522717,59.86868315164082,816.0,29.166666666666668
33,174,2.0648300041433467,4.004678124833143,179,59.50753263763193,total_return_%,59.50753263763193,0.0686409132542396,159507.53263763193,-20.58760204136775,1.0760391387049384,59.50753263763193,806.0,35.60794044665012
33,170,2.863175950283254,1.4076091749247812,194,59.05150061318112,total_return_%,59.05150061318112,0.0719615259756379,159051.50061318112,-22.272062888524367,1.0733475745862102,59.05150061318112,817.0,28.76376988984088
32,184,2.9559114223602387,3.826440607559578,163,58.721060848093366,total_return_%,58.721060848093366,0.07427826603644386,158721.06084809336,-33.06262947576133,1.0626677901450734,58.721060848093366,786.0,27.735368956743002
34,167,2.8373521613195667,2.380985207097366,140,58.60408096034695,total_return_%,58.60408096034695,0.07092188463579269,158604.08096034694,-32.960902810811795,1.0678547347301628,58.60408096034695,823.0,28.67557715674362
35,159,2.6997852980788815,1.3622863629285715,139,58.34182373947077,total_return_%,58.34182373947077,0.06832036394321757,158341.82373947077,-27.579390773176115,1.0671049110956778,58.34182373947077,852.0,30.046948356807512
29,180,2.995880186380066,5.40839542879491,178,57.51245714203992,total_return_%,57.51245714203992,0.07174957673582293,157512.45714203993,-36.51150571949481,1.0621220162123444,57.51245714203992,810.0,27.283950617283953
33,182,2.8371241523525184,2.8423732342836265,173,56.56080993595667,total_return_%,56.56080993595667,0.07200507679859394,156560.80993595667,-34.46825418227192,1.0649153508954006,56.56080993595667,785.0,28.662420382165603
34,173,2.6462420226605565,5.674662870595818,83,56.516016535348925,total_return_%,56.516016535348925,0.07021511603078731,156516.01653534893,-28.86102923623215,1.0713396494052077,56.516016535348925,794.0,29.848866498740556
34,178,2.939827751225449,3.340613278060217,105,53.321044307525156,total_return_%,53.321044307525156,0.06983157397264603,153321.04430752515,-33.38675337265218,1.0594105238188205,53.321044307525156,785.0,27.770700636942674
30,126,1.950690216231106,8.626369220123964,31,52.03051299203574,total_return_%,52.03051299203574,0.05037910092172673,152030.51299203574,-42.99247122172473,1.074130313837975,52.03051299203574,1037.0,36.0655737704918
29,167,2.852734897902831,1.6248317664284415,207,51.11356280286849,total_return_%,51.11356280286849,0.06218680913647118,151113.5628028685,-48.80726552533171,1.0601775315600965,51.11356280286849,874.0,28.489702517162474
30,186,2.537099914879437,5.988832737026488,73,49.78392744008355,total_return_%,49.78392744008355,0.06353500355692521,149783.92744008356,-37.4268243387179,1.0662941866375506,49.78392744008355,802.0,30.54862842892768
28,194,2.0226225770157877,6.379853253884024,72,49.76852497635396,total_return_%,49.76852497635396,0.0609046521336116,149768.52497635395,-19.544507969063773,1.080509427960885,49.76852497635396,800.0,35.625
29,188,2.835199253176589,2.902520801192931,264,49.300000836893496,total_return_%,49.300000836893496,0.064582139277105,149300.0008368935,-31.0060154987298,1.0575847149079078,49.300000836893496,805.0,28.4472049689441
22,213,2.244713278818236,4.326133910252862,68,49.26221277845837,total_return_%,49.26221277845837,0.06070145206357495,149262.21277845837,-29.678973828640853,1.0797040216418314,49.26221277845837,816.0,33.33333333333333
34,161,2.826085035316319,1.1826263217791786,122,48.72535239216258,total_return_%,48.72535239216258,0.06155752383205309,148725.35239216257,-25.995244646782478,1.0574319767459466,48.72535239216258,851.0,28.90716803760282
32,180,2.974480529870592,3.644655603857106,154,48.69047080516049,total_return_%,48.69047080516049,0.06561383943711575,148690.4708051605,-34.81424828366958,1.0499655778364634,48.69047080516049,792.0,27.3989898989899
27,197,2.874543073849566,1.9840175762616128,253,48.636163544554314,total_return_%,48.636163544554314,0.0643478906010716,148636.16354455432,-27.88399122656643,1.0524050752946597,48.636163544554314,804.0,28.35820895522388
31,172,2.950313829815218,3.4303171247392865,189,48.59457027079288,total_return_%,48.59457027079288,0.06274876931332497,148594.57027079287,-30.21584526417074,1.0682884949141735,48.59457027079288,836.0,27.51196172248804
32,182,2.9997854972042695,1.880058524175265,193,47.059189352884886,total_return_%,47.059189352884886,0.06432979647756225,147059.1893528849,-33.83648893339269,1.046517310617575,47.059189352884886,794.0,27.455919395465994
30,162,2.776048833016189,1.231642926220995,187,45.85211442837198,total_return_%,45.85211442837198,0.05812154856121201,145852.11442837198,-41.89507841339204,1.0544671984141825,45.85211442837198,867.0,29.18108419838524
30,150,2.742842466295783,3.934744989899783,111,43.81373450574782,total_return_%,43.81373450574782,0.05426647908105324,143813.73450574782,-37.89017531437171,1.0449193195795752,43.81373450574782,907.0,28.776185226019845
30,162,2.9074729922547777,2.682353686464622,100,43.33488930466047,total_return_%,43.33488930466047,0.05701169948291759,143334.88930466046,-40.93374719816458,1.057800621558042,43.33488930466047,860.0,27.790697674418606
33,178,2.6851282335908504,4.943451544794191,84,42.53107008575374,total_return_%,42.53107008575374,0.059249045694395916,142531.07008575374,-25.370859241109635,1.0515303263531248,42.53107008575374,782.0,29.283887468030688
32,180,2.136446390537772,5.469971489345863,52,41.6237864570749,total_return_%,41.6237864570749,0.05477782054230785,141623.7864570749,-28.68751070809831,1.051133703669668,41.6237864570749,795.0,34.21383647798742
32,174,2.156718717363703,5.3267183750046145,51,40.55907171937137,total_return_%,40.55907171937137,0.0529761605372765,140559.07171937136,-30.150822745785753,1.0541332602833065,40.55907171937137,813.0,33.94833948339483
31,263,2.084521067101435,9.988982933640182,88,40.534789938705764,total_return_%,40.534789938705764,0.06475897159944256,140534.78993870577,-29.008117547464874,1.075162083969145,40.534789938705764,630.0,34.92063492063492
31,183,2.7486650930838104,2.615522180378081,265,40.2951693810969,total_return_%,40.2951693810969,0.05689061295338906,140295.1693810969,-35.91123754353539,1.0398004959813425,40.2951693810969,795.0,28.930817610062892
29,189,2.867893152059946,2.665766965193876,295,39.77869130894782,total_return_%,39.77869130894782,0.05683217215678809,139778.69130894783,-30.38038688623823,1.0481115714334506,39.77869130894782,799.0,28.035043804755944
25,171,2.965110313361769,3.1290367476132817,237,39.57870327690611,total_return_%,39.57870327690611,0.052172233994064704,139578.7032769061,-47.89329147951861,1.0592979034690586,39.57870327690611,906.0,27.1523178807947
27,195,2.778070785250558,2.9509802620964884,267,39.35051121463269,total_return_%,39.35051121463269,0.05538655678616017,139350.5112146327,-28.883369664832436,1.051800052304659,39.35051121463269,810.0,28.641975308641975
35,161,2.9240689704963057,2.380385811172293,174,39.14568309887654,total_return_%,39.14568309887654,0.054548126010430235,139145.68309887653,-41.92241188668178,1.0474895728722242,39.14568309887654,840.0,27.61904761904762
28,181,2.93631374107109,2.2854778732801515,204,38.40206977818863,total_return_%,38.40206977818863,0.054768626880173914,138402.06977818863,-44.00467102356076,1.0468753796742143,38.40206977818863,823.0,27.5820170109356
