entry_time,exit_time,bars_held,side,entry,exit,sl,tp,stop_dist,exit_reason,units,pnl,commission,mfe,mae,mfe_R,mae_R,giveback,equity_after,iter,entry_params,exit_params
2010-01-05 05:45:00+00:00,2010-01-05 06:45:00+00:00,4,short,1.44334,1.444785357142857,1.444785357142857,1.4411719642857144,0.0014453571428570716,SL,691870.5213738913,-1048.4309364962028,34.593526068694565,0.0017700000000000493,-0.003889999999999949,1.2246108228318218,-2.691376328144402,1.0,98951.56906350379,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-01-19 11:00:00+00:00,2010-01-19 11:00:00+00:00,0,long,1.43488,1.4328571428571428,1.4328571428571428,1.4379142857142857,0.0020228571428571197,SL,489167.361189643,-1023.7574059183694,24.458368059482147,0.000140000000000029,-0.0027399999999999647,0.06920903954803773,-1.3545197740112975,1.0,97927.81165758542,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-02-10 15:00:00+00:00,2010-02-10 16:00:00+00:00,4,long,1.37429,1.3712032142857142,1.3712032142857142,1.3789201785714287,0.003086785714285762,SL,317248.49316352536,-1001.4855110973476,15.862424658176268,0.0018599999999999728,-0.0046800000000000175,0.6025685525858896,-1.5161402290871049,1.0,96926.32614648808,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-02-11 01:15:00+00:00,2010-02-11 01:30:00+00:00,1,short,1.37515,1.3762182142857144,1.3762182142857144,1.3735476785714287,0.0010682142857142895,SL,907367.8141429811,-1032.7790084550659,45.368390707149054,0.000560000000000116,-0.002689999999999859,0.5242393848212368,-2.518221330658502,1.0,95893.54713803301,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-02-22 00:45:00+00:00,2010-02-22 01:30:00+00:00,3,short,1.36217,1.3639175000000001,1.3639175000000001,1.35954875,0.0017474999999999574,SL,548747.0508614326,-997.3477649407326,27.43735254307163,0.00021000000000004349,-0.0022399999999997977,0.1201716738197703,-1.281831187410502,1.0,94896.19937309228,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-02-23 12:30:00+00:00,2010-02-23 15:00:00+00:00,10,long,1.35737,1.3547310714285714,1.3547310714285714,1.361328392857143,0.0026389285714285638,SL,359601.2427184452,-974.1340807212582,17.98006213592226,0.0015499999999999403,-0.003049999999999997,0.5873595885775944,-1.1557720936527294,1.0,93922.06529237103,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-03-04 11:45:00+00:00,2010-03-04 14:30:00+00:00,11,short,1.36824,1.364720357142857,1.3705864285714284,1.364720357142857,0.0023464285714285982,TP,400276.686177528,1380.811611353088,20.013834308876397,0.00366999999999984,-0.0011200000000000099,1.5640791476407054,-0.4773211567732103,0.060042818217187724,95302.87690372411,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-03-15 04:45:00+00:00,2010-03-15 07:45:00+00:00,12,long,1.3727,1.3744791071428573,1.3715139285714286,1.3744791071428573,0.0011860714285714669,TP,803517.1795556125,1373.296950986886,40.17585897778062,0.0024599999999999067,-9.999999999998899e-05,2.0740740740739283,-0.08431195423064142,0.305240998838552,96676.173854711,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-03-26 14:15:00+00:00,2010-03-26 15:00:00+00:00,3,long,1.33502,1.3383516071428572,1.3327989285714288,1.3383516071428572,0.0022210714285713956,TP,435268.18908698315,1419.6738345845106,21.76340945434916,0.005830000000000002,-0.000520000000000076,2.6248593021386473,-0.23412124135716905,0.44054765988731703,98095.84768929551,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
2010-03-26 21:00:00+00:00,2010-03-29 00:00:00+00:00,4,short,1.34134,1.3429160714285715,1.3429160714285715,1.3389758928571427,0.0015760714285714527,SL,622407.3726037235,-1024.5269929753415,31.120368630186178,0.0009699999999999154,-0.006340000000000012,0.6154543394515571,-4.022660321776516,1.0,97071.32069632017,1,"[{""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0, ""max_rr"": 10.0}]","{""atr_period"": 14, ""rr"": 1.5, ""sldist_atr_mult"": 1.5}"
