entry_time,exit_time,side,entry,sl,tp,units,exit,exit_reason,pnl,commission,equity_after,bars_held,stop_dist,mfe,mae,mfe_R,mae_R,giveback,iter,entry_params,exit_params
2010-01-08 13:45:00+00:00,2010-01-08 14:00:00+00:00,long,1.42889,1.4268299999999998,1.43336,531914.8936169919,1.4268299999999998,SL,-1132.9787234043542,26.5957446808496,98867.02127659565,1,0.0018800000000001038,0.0006299999999999084,-0.0022999999999999687,0.3351063829786562,-1.2234042553190647,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-01-12 16:15:00+00:00,2010-01-12 16:15:00+00:00,short,1.4506,1.45211,1.44663,784658.8990205763,1.45211,SL,-1239.7610604527094,39.23294495102881,97627.26021614294,0,0.0012600000000000389,0.0009099999999999664,-0.0019200000000001438,0.7222222222221732,-1.523809523809591,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-01-14 15:45:00+00:00,2010-01-14 17:00:00+00:00,long,1.44815,1.44627,1.45547,976272.6021613202,1.44627,SL,-1903.7315742148037,48.81363010806601,95723.52864192813,5,0.001000000000000112,0.0009099999999999664,-0.003370000000000095,0.9099999999998646,-3.369999999999718,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-02-02 09:00:00+00:00,2010-02-03 08:30:00+00:00,short,1.39349,1.3987500000000002,1.38757,191830.71872129696,1.3987500000000002,SL,-1022.4577307845886,9.591535936064847,94701.07091114354,94,0.00499000000000005,0.0023599999999999177,-0.005310000000000148,0.4729458917835459,-1.064128256513045,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-02-03 15:30:00+00:00,2010-02-03 16:15:00+00:00,long,1.39465,1.39242,1.40255,436410.4650283102,1.39242,SL,-1003.7440695651507,21.820523251415512,93697.3268415784,3,0.0021700000000000053,0.0010200000000000209,-0.0027999999999999137,0.47004608294931727,-1.2903225806451184,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-02-16 06:15:00+00:00,2010-02-16 16:30:00+00:00,short,1.36387,1.36874,1.3581,210083.6924699006,1.36874,SL,-1037.8134408013684,10.50418462349503,92659.51340077702,41,0.0044600000000001305,0.0005299999999999194,-0.0055400000000001,0.11883408071746725,-1.2421524663676993,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-03-05 15:00:00+00:00,2010-03-12 10:15:00+00:00,long,1.35585,1.34344,1.37351,79399.75441369021,1.37351,TP,1396.6416801368011,3.969987720684511,94056.15508091383,454,0.01167000000000007,0.01794999999999991,-0.0021500000000000963,1.53813196229647,-0.18423307626393176,0.020055710306408684,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-03-16 20:45:00+00:00,2010-03-17 08:00:00+00:00,short,1.37686,1.37959,1.37163,482339.2568251699,1.37959,SL,-1350.5499191105973,24.116962841258495,92705.60516180324,45,0.0019500000000001183,0.0010900000000000354,-0.0039000000000000146,0.5589743589743432,-1.999999999999886,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-03-18 14:30:00+00:00,2010-03-18 16:00:00+00:00,long,1.36654,1.3646699999999998,1.37402,691832.8743417538,1.3646699999999998,SL,-1342.155776223273,34.59164371708769,91363.44938557997,6,0.0013400000000001189,0.0028399999999999537,-0.003850000000000131,2.1194029850744043,-2.8731343283580517,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
2010-03-19 08:00:00+00:00,2010-03-19 09:45:00+00:00,long,1.36136,1.3585699999999998,1.36938,504770.43859433953,1.3585699999999998,SL,-1443.6434543799128,25.238521929716974,89919.80593120006,7,0.0018100000000000893,0.0012300000000000644,-0.003549999999999942,0.6795580110497258,-1.9613259668507,1.0,1,"[{""max_rr"": 10.0, ""min_rr"": 1.0, ""atr_dist_for_liq_generation"": 0.4, ""liq_move_away_atr"": 1.0}]","{""fallback_rr"": 1.5, ""pip_size"": 0.0001, ""sl_buffer_pips"": 0.5}"
