iter,attempt,entry_params,exit_params,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R,avg_profit_per_trade,favourable
1,1,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.0}]",{'hold_bars': 1},113,74042.5368243329,-25.957463175667105,-31.515336682513173,40.707964601769916,0.6242338577951493,-0.24982300884968955,-229.71206350147915,False
2,2,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.0}]",{'hold_bars': 2},113,65705.89511507096,-34.294104884929034,-41.66016101275039,37.16814159292036,0.5761694710082497,-0.34513274336295957,-303.48765384892897,False
3,3,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.0}]",{'hold_bars': 3},113,73485.89516753545,-26.514104832464557,-36.15084786392625,46.017699115044245,0.705083598202886,-0.2427433628319854,-234.638095862518,False
4,4,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.0}]",{'hold_bars': 4},113,79590.02481630379,-20.409975183696204,-30.771956565647006,46.017699115044245,0.7880800620131624,-0.16619469026561526,-180.6192494132406,False
5,5,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.0}]",{'hold_bars': 5},113,71687.1538073108,-28.3128461926892,-38.64478865804782,50.442477876106196,0.7102072585918876,-0.2547787610620879,-250.5561609972494,False
6,6,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.5}]",{'hold_bars': 1},105,75629.05010723027,-24.370949892769733,-30.047912243967467,40.95238095238095,0.635668752956022,-0.24885714285727192,-232.10428469304543,False
7,7,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.5}]",{'hold_bars': 2},105,67540.95092757432,-32.459049072425685,-39.946869991907704,37.142857142857146,0.5918444304885183,-0.34533333333346006,-309.13380068976807,False
8,8,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.5}]",{'hold_bars': 3},105,74165.40876664632,-25.834591233353688,-35.50244825362893,46.666666666666664,0.7051162722197247,-0.253047619047746,-246.04372603193994,False
9,9,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.5}]",{'hold_bars': 4},105,79677.54298751778,-20.32245701248222,-30.73741505720512,47.61904761904761,0.784634943207675,-0.17809523809536257,-193.54720964268782,False
10,10,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.5}]",{'hold_bars': 5},105,70107.29672379034,-29.892703276209666,-39.99694814690164,49.523809523809526,0.6888287224452107,-0.2956190476191849,-284.69241215437836,False
11,11,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.0}]",{'hold_bars': 1},99,78655.94360613664,-21.344056393863355,-27.24822721072362,41.41414141414141,0.6705467395128023,-0.2247474747476035,-215.596529230943,False
12,12,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.0}]",{'hold_bars': 2},99,70185.04638060101,-29.814953619398988,-37.59590800790059,36.36363636363637,0.6050748851313787,-0.32848484848497506,-301.1611476706981,False
13,13,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.0}]",{'hold_bars': 3},99,75667.87257440042,-24.33212742559958,-34.195838625243105,46.464646464646464,0.7072230541806439,-0.24909090909103573,-245.77906490504623,False
14,14,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.0}]",{'hold_bars': 4},99,78556.00914289143,-21.443990857108563,-31.360649302069287,47.474747474747474,0.7594036682623136,-0.20484848484861118,-216.60596825362177,False
15,15,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.0}]",{'hold_bars': 5},99,73182.3577019187,-26.81764229808129,-37.365081680148215,50.505050505050505,0.7086050800676197,-0.27242424242438085,-270.8852757381948,False
16,16,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.5}]",{'hold_bars': 1},93,77117.26285484557,-22.88273714515443,-28.67140958297637,38.70967741935484,0.6368678975578694,-0.2607526881721749,-246.05093704467185,False
