iter,attempt,entry_params,exit_params,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R,avg_profit_per_trade,davey_return_worse,davey_maxdd_worse,davey_both_worse,favourable
1,1,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 1}",51,164868.2908671792,64.8682908671792,-8.449347552419484,58.82352941176471,3.085958979212088,1.2719272719054748,1271.9272719054748,False,True,False,False
2,2,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 2}",52,160502.6245761124,60.502624576112396,-10.00186960171069,57.692307692307686,3.2897450774478605,1.163512011079084,1163.512011079084,False,True,False,False
3,3,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 3}",49,161498.4729867613,61.4984729867613,-4.935708230707858,63.26530612244898,3.312072899452711,1.2550708772808437,1255.0708772808437,False,True,False,False
4,4,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 4}",50,150332.01451344343,50.332014513443426,-9.439018784332799,56.00000000000001,2.5067429281119256,1.0066402902688691,1006.640290268869,False,True,False,False
5,5,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 5}",52,149226.70808313295,49.22670808313294,-11.903945686963546,59.61538461538461,2.232040026742925,0.946667463137172,946.6674631371718,False,True,False,False
6,6,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 6}",50,168576.25219621387,68.57625219621386,-7.598439780230715,54.0,2.925011820379727,1.3715250439242783,1371.5250439242782,False,True,False,False
7,7,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 7}",52,165861.12301696764,65.86112301696765,-9.545550704217776,61.53846153846154,3.419407889199936,1.2665600580186092,1266.5600580186094,False,True,False,False
8,8,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 8}",50,159057.4332984572,59.057433298457205,-9.549689128052385,60.0,2.76756884272469,1.1811486659691446,1181.1486659691445,False,True,False,False
9,9,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 9}",51,153427.745988302,53.427745988302,-12.76687365588799,58.82352941176471,2.3268480575268544,1.047602862515726,1047.6028625157262,False,True,False,False
10,10,"[{'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0, 'max_rr': 10.0, 'min_rr': 1.0}]","{'avg_hold_bars': 101.29787234042551, 'use_structural_stop_sizing': True, 'seed': 10}",50,159415.34693780637,59.41534693780637,-9.84789965362667,60.0,2.523454680160623,1.1883069387561296,1188.3069387561295,False,True,False,False
