iter,attempt,entry_params,exit_params,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R,avg_profit_per_trade,favourable
262,262,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.7, 'liq_move_away_atr': 4.5}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",15,107273.55619306985,7.273556193069841,-2.0361945555555705,60.0,2.168522605130297,0.47666666666662727,484.90374620465695,False
263,263,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.7, 'liq_move_away_atr': 4.75}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",14,105712.53443458586,5.712534434585859,-2.0361945555555816,57.14285714285714,1.9041880934281947,0.4052380952380573,408.03817389899046,False
264,264,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.7, 'liq_move_away_atr': 5.0}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",13,106805.51082873323,6.805510828733219,-2.0361945555555705,61.53846153846154,2.253985937002109,0.5151282051281648,523.5008329794805,False
265,265,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.7, 'liq_move_away_atr': 5.25}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",13,106805.51082873321,6.805510828733219,-2.0361945555555705,61.53846153846154,2.254242557184771,0.5151282051281648,523.5008329794803,False
266,266,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.7, 'liq_move_away_atr': 5.5}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",13,109503.25552012675,9.503255520126764,-1.0233333333333428,69.23076923076923,3.182639226596919,0.7074358974358531,731.0196553943676,False
267,267,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 1.0}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
268,268,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 1.25}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
269,269,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 1.5}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
270,270,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 1.75}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
271,271,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 2.0}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
272,272,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 2.25}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
273,273,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 2.5}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
274,274,"[{'max_rr': 10.0, 'min_rr': 1.5, 'atr_dist_for_liq_generation': 2.8, 'liq_move_away_atr': 2.75}]","{'pip_size': 0.0001, 'rr': 1.5, 'stop_pips': 30.0}",9,105875.53757768832,5.875537577688306,-2.0361945555555705,66.66666666666666,2.8588037711781165,0.6433333333332902,652.8375086320357,False
