entry_time,exit_time,side,entry,sl,tp,units,exit,exit_reason,pnl,commission,equity_after,r_multiple,iter,entry_params,exit_params
2010-01-05 05:30:00+00:00,2010-01-05 06:45:00+00:00,short,1.44391,1.44691,1.43941,333333.3333333333,1.44691,SL,-1023.3333333333408,16.666666666666664,98976.66666666666,-1.0233333333333408,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-02-10 14:45:00+00:00,2010-02-10 16:00:00+00:00,long,1.37337,1.37037,1.37787,329922.2222222222,1.37037,SL,-1012.8612222222296,16.49611111111111,97963.80544444443,-1.023333333333341,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-02-22 00:30:00+00:00,2010-02-22 04:15:00+00:00,short,1.3622,1.3652,1.3577000000000001,326546.0181481481,1.3652,SL,-1002.4962757148221,16.327300907407405,96961.30916872961,-1.023333333333341,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-03-04 11:30:00+00:00,2010-03-04 15:45:00+00:00,short,1.36829,1.37129,1.36379,323204.3638957654,1.36379,TP,1431.7953320581817,16.16021819478827,98393.1045007878,1.4766666666666057,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-03-25 18:30:00+00:00,2010-03-25 18:45:00+00:00,long,1.33138,1.3283800000000001,1.33588,327977.015002626,1.3283800000000001,SL,-1006.8894360580692,16.3988507501313,97386.21506472972,-1.023333333333341,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-04-09 15:30:00+00:00,2010-04-09 15:30:00+00:00,short,1.34205,1.3450499999999999,1.33755,324620.7168824324,1.33755,TP,1438.0697757891162,16.23103584412162,98824.28484051884,1.4766666666666057,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-04-14 17:15:00+00:00,2010-04-15 09:00:00+00:00,short,1.36646,1.36946,1.36196,329414.28280172945,1.36196,TP,1459.3052728116013,16.47071414008647,100283.59011333044,1.4766666666666057,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-04-20 17:15:00+00:00,2010-04-21 02:15:00+00:00,long,1.34448,1.34148,1.3489799999999998,334278.6337111015,1.34148,SL,-1026.2354054930893,16.713931685555075,99257.35470783735,-1.023333333333341,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-05-21 06:00:00+00:00,2010-05-21 06:00:00+00:00,short,1.26099,1.26399,1.25649,330857.8490261245,1.26399,SL,-1015.7335965102097,16.542892451306226,98241.62111132714,-1.0233333333333408,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
2010-06-17 10:30:00+00:00,2010-06-17 11:15:00+00:00,short,1.2329,1.2359,1.2284000000000002,327472.07037109043,1.2359,SL,-1005.3392560392551,16.37360351855452,97236.28185528789,-1.023333333333341,1,"[{""max_rr"": 10.0, ""min_rr"": 1.5, ""atr_dist_for_liq_generation"": 1.4, ""liq_move_away_atr"": 1.0}]","{""pip_size"": 0.0001, ""rr"": 1.5, ""stop_pips"": 30.0}"
